,UF,regiao,data,perm_media
2149,Minas Gerais,Sudeste,2014-09-01,5.1
2150,Espírito Santo,Sudeste,2014-09-01,5.4
2151,Rio de Janeiro,Sudeste,2014-09-01,7.5
2152,São Paulo,Sudeste,2014-09-01,6.5
2153,Paraná,Sul,2014-09-01,4.7
2154,Santa Catarina,Sul,2014-09-01,4.9
2155,Rio Grande do Sul,Sul,2014-09-01,6.1
2156,Mato Grosso do Sul,Centro-Oeste,2014-09-01,4.8
2157,Mato Grosso,Centro-Oeste,2014-09-01,4.3
2158,Goiás,Centro-Oeste,2014-09-01,4.6
2159,Distrito Federal,Centro-Oeste,2014-09-01,6.3
2160,Rondônia,Norte,2014-10-01,4.3
2161,Acre,Norte,2014-10-01,4.5
2162,Amazonas,Norte,2014-10-01,5.0
2163,Roraima,Norte,2014-10-01,5.1
2164,Pará,Norte,2014-10-01,3.8
2165,Amapá,Norte,2014-10-01,4.9
2166,Tocantins,Norte,2014-10-01,4.3
2167,Maranhão,Nordeste,2014-10-01,4.7
2168,Piauí,Nordeste,2014-10-01,4.6
2169,Ceará,Nordeste,2014-10-01,5.6
2170,Rio Grande do Norte,Nordeste,2014-10-01,5.7
2171,Paraíba,Nordeste,2014-10-01,5.3
2172,Pernambuco,Nordeste,2014-10-01,5.5
2173,Alagoas,Nordeste,2014-10-01,5.5
2174,Sergipe,Nordeste,2014-10-01,4.2
2175,Bahia,Nordeste,2014-10-01,4.4
2176,Minas Gerais,Sudeste,2014-10-01,5.3
2177,Espírito Santo,Sudeste,2014-10-01,5.2
2178,Rio de Janeiro,Sudeste,2014-10-01,7.5
2179,São Paulo,Sudeste,2014-10-01,5.6
2180,Paraná,Sul,2014-10-01,4.9
2181,Santa Catarina,Sul,2014-10-01,4.9
2182,Rio Grande do Sul,Sul,2014-10-01,6.1
2183,Mato Grosso do Sul,Centro-Oeste,2014-10-01,4.7
2184,Mato Grosso,Centro-Oeste,2014-10-01,4.6
2185,Goiás,Centro-Oeste,2014-10-01,4.6
2186,Distrito Federal,Centro-Oeste,2014-10-01,6.5
2187,Rondônia,Norte,2014-11-01,4.2
2188,Acre,Norte,2014-11-01,4.8
2189,Amazonas,Norte,2014-11-01,5.1
2190,Roraima,Norte,2014-11-01,5.8
2191,Pará,Norte,2014-11-01,3.9
2192,Amapá,Norte,2014-11-01,5.0
2193,Tocantins,Norte,2014-11-01,4.1
2194,Maranhão,Nordeste,2014-11-01,4.7
2195,Piauí,Nordeste,2014-11-01,4.3
2196,Ceará,Nordeste,2014-11-01,5.5
2197,Rio Grande do Norte,Nordeste,2014-11-01,6.0
2198,Paraíba,Nordeste,2014-11-01,5.5
2199,Pernambuco,Nordeste,2014-11-01,5.5
2200,Alagoas,Nordeste,2014-11-01,5.8
2201,Sergipe,Nordeste,2014-11-01,4.4
2202,Bahia,Nordeste,2014-11-01,4.4
2203,Minas Gerais,Sudeste,2014-11-01,5.1
2204,Espírito Santo,Sudeste,2014-11-01,5.2
2205,Rio de Janeiro,Sudeste,2014-11-01,7.7
2206,São Paulo,Sudeste,2014-11-01,5.5
2207,Paraná,Sul,2014-11-01,4.7
2208,Santa Catarina,Sul,2014-11-01,4.9
2209,Rio Grande do Sul,Sul,2014-11-01,6.1
2210,Mato Grosso do Sul,Centro-Oeste,2014-11-01,4.8
2211,Mato Grosso,Centro-Oeste,2014-11-01,4.6
2212,Goiás,Centro-Oeste,2014-11-01,4.7
2213,Distrito Federal,Centro-Oeste,2014-11-01,6.6
2214,Rondônia,Norte,2014-12-01,4.3
2215,Acre,Norte,2014-12-01,4.5
2216,Amazonas,Norte,2014-12-01,5.0
2217,Roraima,Norte,2014-12-01,5.7
2218,Pará,Norte,2014-12-01,4.0
2219,Amapá,Norte,2014-12-01,4.4
2220,Tocantins,Norte,2014-12-01,4.4
2221,Maranhão,Nordeste,2014-12-01,4.6
2222,Piauí,Nordeste,2014-12-01,4.8
2223,Ceará,Nordeste,2014-12-01,6.4
2224,Rio Grande do Norte,Nordeste,2014-12-01,6.0
2225,Paraíba,Nordeste,2014-12-01,5.6
2226,Pernambuco,Nordeste,2014-12-01,5.6
2227,Alagoas,Nordeste,2014-12-01,5.8
2228,Sergipe,Nordeste,2014-12-01,4.5
2229,Bahia,Nordeste,2014-12-01,4.6
2230,Minas Gerais,Sudeste,2014-12-01,5.2
2231,Espírito Santo,Sudeste,2014-12-01,5.6
2232,Rio de Janeiro,Sudeste,2014-12-01,9.1
2233,São Paulo,Sudeste,2014-12-01,5.7
2234,Paraná,Sul,2014-12-01,4.8
2235,Santa Catarina,Sul,2014-12-01,5.0
2236,Rio Grande do Sul,Sul,2014-12-01,6.1
2237,Mato Grosso do Sul,Centro-Oeste,2014-12-01,4.7
2238,Mato Grosso,Centro-Oeste,2014-12-01,4.4
2239,Goiás,Centro-Oeste,2014-12-01,5.2
2240,Distrito Federal,Centro-Oeste,2014-12-01,6.6
2241,Rondônia,Norte,2015-01-01,4.7
2242,Acre,Norte,2015-01-01,5.5
2243,Amazonas,Norte,2015-01-01,5.2
2244,Roraima,Norte,2015-01-01,5.4
2245,Pará,Norte,2015-01-01,4.0
2246,Amapá,Norte,2015-01-01,5.5
2247,Tocantins,Norte,2015-01-01,4.4
2248,Maranhão,Nordeste,2015-01-01,5.4
2249,Piauí,Nordeste,2015-01-01,4.8
2250,Ceará,Nordeste,2015-01-01,5.8
2251,Rio Grande do Norte,Nordeste,2015-01-01,5.9
2252,Paraíba,Nordeste,2015-01-01,5.8
2253,Pernambuco,Nordeste,2015-01-01,5.9
2254,Alagoas,Nordeste,2015-01-01,5.9
2255,Sergipe,Nordeste,2015-01-01,5.2
2256,Bahia,Nordeste,2015-01-01,4.7
2257,Minas Gerais,Sudeste,2015-01-01,5.3
2258,Espírito Santo,Sudeste,2015-01-01,5.3
2259,Rio de Janeiro,Sudeste,2015-01-01,7.9
2260,São Paulo,Sudeste,2015-01-01,6.1
2261,Paraná,Sul,2015-01-01,5.1
2262,Santa Catarina,Sul,2015-01-01,5.2
2263,Rio Grande do Sul,Sul,2015-01-01,6.2
2264,Mato Grosso do Sul,Centro-Oeste,2015-01-01,4.9
2265,Mato Grosso,Centro-Oeste,2015-01-01,4.7
2266,Goiás,Centro-Oeste,2015-01-01,4.9
2267,Distrito Federal,Centro-Oeste,2015-01-01,6.9
2268,Rondônia,Norte,2015-02-01,4.7
2269,Acre,Norte,2015-02-01,4.9
2270,Amazonas,Norte,2015-02-01,5.1
2271,Roraima,Norte,2015-02-01,5.6
2272,Pará,Norte,2015-02-01,4.0
2273,Amapá,Norte,2015-02-01,5.8
2274,Tocantins,Norte,2015-02-01,4.5
2275,Maranhão,Nordeste,2015-02-01,4.4
2276,Piauí,Nordeste,2015-02-01,4.7
2277,Ceará,Nordeste,2015-02-01,5.7
2278,Rio Grande do Norte,Nordeste,2015-02-01,6.2
2279,Paraíba,Nordeste,2015-02-01,5.4
2280,Pernambuco,Nordeste,2015-02-01,5.8
2281,Alagoas,Nordeste,2015-02-01,5.4
2282,Sergipe,Nordeste,2015-02-01,5.0
2283,Bahia,Nordeste,2015-02-01,4.7
2284,Minas Gerais,Sudeste,2015-02-01,5.2
2285,Espírito Santo,Sudeste,2015-02-01,5.3
2286,Rio de Janeiro,Sudeste,2015-02-01,7.5
2287,São Paulo,Sudeste,2015-02-01,5.5
2288,Paraná,Sul,2015-02-01,4.9
2289,Santa Catarina,Sul,2015-02-01,4.9
2290,Rio Grande do Sul,Sul,2015-02-01,6.1
2291,Mato Grosso do Sul,Centro-Oeste,2015-02-01,4.8
2292,Mato Grosso,Centro-Oeste,2015-02-01,4.5
2293,Goiás,Centro-Oeste,2015-02-01,4.6
2294,Distrito Federal,Centro-Oeste,2015-02-01,6.7
2295,Rondônia,Norte,2015-03-01,4.5
2296,Acre,Norte,2015-03-01,4.9
2297,Amazonas,Norte,2015-03-01,5.1
2298,Roraima,Norte,2015-03-01,5.5
2299,Pará,Norte,2015-03-01,3.9
2300,Amapá,Norte,2015-03-01,5.2
2301,Tocantins,Norte,2015-03-01,4.6
2302,Maranhão,Nordeste,2015-03-01,4.4
2303,Piauí,Nordeste,2015-03-01,4.4
2304,Ceará,Nordeste,2015-03-01,5.6
2305,Rio Grande do Norte,Nordeste,2015-03-01,5.6
2306,Paraíba,Nordeste,2015-03-01,5.4
2307,Pernambuco,Nordeste,2015-03-01,5.4
2308,Alagoas,Nordeste,2015-03-01,5.7
2309,Sergipe,Nordeste,2015-03-01,4.5
2310,Bahia,Nordeste,2015-03-01,4.4
2311,Minas Gerais,Sudeste,2015-03-01,5.0
2312,Espírito Santo,Sudeste,2015-03-01,5.1
2313,Rio de Janeiro,Sudeste,2015-03-01,7.2
2314,São Paulo,Sudeste,2015-03-01,5.4
2315,Paraná,Sul,2015-03-01,4.8
2316,Santa Catarina,Sul,2015-03-01,4.8
2317,Rio Grande do Sul,Sul,2015-03-01,5.9
2318,Mato Grosso do Sul,Centro-Oeste,2015-03-01,4.8
2319,Mato Grosso,Centro-Oeste,2015-03-01,4.6
2320,Goiás,Centro-Oeste,2015-03-01,4.9
2321,Distrito Federal,Centro-Oeste,2015-03-01,6.6
2322,Rondônia,Norte,2015-04-01,4.7
2323,Acre,Norte,2015-04-01,5.0
2324,Amazonas,Norte,2015-04-01,5.3
2325,Roraima,Norte,2015-04-01,5.1
2326,Pará,Norte,2015-04-01,3.9
2327,Amapá,Norte,2015-04-01,5.3
2328,Tocantins,Norte,2015-04-01,4.5
2329,Maranhão,Nordeste,2015-04-01,4.6
2330,Piauí,Nordeste,2015-04-01,4.6
2331,Ceará,Nordeste,2015-04-01,5.6
2332,Rio Grande do Norte,Nordeste,2015-04-01,5.6
2333,Paraíba,Nordeste,2015-04-01,5.5
2334,Pernambuco,Nordeste,2015-04-01,5.5
2335,Alagoas,Nordeste,2015-04-01,5.8
2336,Sergipe,Nordeste,2015-04-01,4.7
2337,Bahia,Nordeste,2015-04-01,4.6
2338,Minas Gerais,Sudeste,2015-04-01,5.3
2339,Espírito Santo,Sudeste,2015-04-01,5.1
2340,Rio de Janeiro,Sudeste,2015-04-01,7.3
2341,São Paulo,Sudeste,2015-04-01,5.5
2342,Paraná,Sul,2015-04-01,4.8
2343,Santa Catarina,Sul,2015-04-01,4.9
2344,Rio Grande do Sul,Sul,2015-04-01,6.1
2345,Mato Grosso do Sul,Centro-Oeste,2015-04-01,4.8
2346,Mato Grosso,Centro-Oeste,2015-04-01,4.5
2347,Goiás,Centro-Oeste,2015-04-01,4.9
2348,Distrito Federal,Centro-Oeste,2015-04-01,6.5
2349,Rondônia,Norte,2015-05-01,4.7
2350,Acre,Norte,2015-05-01,4.9
2351,Amazonas,Norte,2015-05-01,5.0
2352,Roraima,Norte,2015-05-01,5.1
2353,Pará,Norte,2015-05-01,4.0
2354,Amapá,Norte,2015-05-01,5.4
2355,Tocantins,Norte,2015-05-01,4.5
2356,Maranhão,Nordeste,2015-05-01,4.8
2357,Piauí,Nordeste,2015-05-01,4.3
2358,Ceará,Nordeste,2015-05-01,5.6
2359,Rio Grande do Norte,Nordeste,2015-05-01,6.0
2360,Paraíba,Nordeste,2015-05-01,5.5
2361,Pernambuco,Nordeste,2015-05-01,5.5
2362,Alagoas,Nordeste,2015-05-01,4.9
2363,Sergipe,Nordeste,2015-05-01,4.9
2364,Bahia,Nordeste,2015-05-01,4.5
2365,Minas Gerais,Sudeste,2015-05-01,5.1
2366,Espírito Santo,Sudeste,2015-05-01,5.0
2367,Rio de Janeiro,Sudeste,2015-05-01,7.7
2368,São Paulo,Sudeste,2015-05-01,5.5
2369,Paraná,Sul,2015-05-01,4.8
2370,Santa Catarina,Sul,2015-05-01,4.9
2371,Rio Grande do Sul,Sul,2015-05-01,6.1
2372,Mato Grosso do Sul,Centro-Oeste,2015-05-01,4.7
2373,Mato Grosso,Centro-Oeste,2015-05-01,4.5
2374,Goiás,Centro-Oeste,2015-05-01,4.6
2375,Distrito Federal,Centro-Oeste,2015-05-01,6.5
2376,Rondônia,Norte,2015-06-01,4.9
2377,Acre,Norte,2015-06-01,4.8
2378,Amazonas,Norte,2015-06-01,5.1
2379,Roraima,Norte,2015-06-01,5.3
2380,Pará,Norte,2015-06-01,3.9
2381,Amapá,Norte,2015-06-01,5.4
2382,Tocantins,Norte,2015-06-01,4.7
2383,Maranhão,Nordeste,2015-06-01,4.5
2384,Piauí,Nordeste,2015-06-01,4.5
2385,Ceará,Nordeste,2015-06-01,5.6
2386,Rio Grande do Norte,Nordeste,2015-06-01,5.7
2387,Paraíba,Nordeste,2015-06-01,5.3
2388,Pernambuco,Nordeste,2015-06-01,5.4
2389,Alagoas,Nordeste,2015-06-01,5.3
2390,Sergipe,Nordeste,2015-06-01,4.9
2391,Bahia,Nordeste,2015-06-01,4.6
2392,Minas Gerais,Sudeste,2015-06-01,5.2
2393,Espírito Santo,Sudeste,2015-06-01,5.0
2394,Rio de Janeiro,Sudeste,2015-06-01,8.0
2395,São Paulo,Sudeste,2015-06-01,6.0
2396,Paraná,Sul,2015-06-01,4.7
2397,Santa Catarina,Sul,2015-06-01,5.0
2398,Rio Grande do Sul,Sul,2015-06-01,6.1
2399,Mato Grosso do Sul,Centro-Oeste,2015-06-01,4.7
2400,Mato Grosso,Centro-Oeste,2015-06-01,4.6
2401,Goiás,Centro-Oeste,2015-06-01,4.9
2402,Distrito Federal,Centro-Oeste,2015-06-01,6.5
2403,Rondônia,Norte,2015-07-01,4.7
2404,Acre,Norte,2015-07-01,4.8
2405,Amazonas,Norte,2015-07-01,5.2
2406,Roraima,Norte,2015-07-01,5.5
2407,Pará,Norte,2015-07-01,4.0
2408,Amapá,Norte,2015-07-01,5.2
2409,Tocantins,Norte,2015-07-01,4.6
2410,Maranhão,Nordeste,2015-07-01,4.6
2411,Piauí,Nordeste,2015-07-01,4.5
2412,Ceará,Nordeste,2015-07-01,5.7
2413,Rio Grande do Norte,Nordeste,2015-07-01,5.8
2414,Paraíba,Nordeste,2015-07-01,5.5
2415,Pernambuco,Nordeste,2015-07-01,5.6
2416,Alagoas,Nordeste,2015-07-01,5.4
2417,Sergipe,Nordeste,2015-07-01,5.0
2418,Bahia,Nordeste,2015-07-01,4.7
2419,Minas Gerais,Sudeste,2015-07-01,5.2
2420,Espírito Santo,Sudeste,2015-07-01,4.9
2421,Rio de Janeiro,Sudeste,2015-07-01,8.5
2422,São Paulo,Sudeste,2015-07-01,5.6
2423,Paraná,Sul,2015-07-01,4.8
2424,Santa Catarina,Sul,2015-07-01,4.8
2425,Rio Grande do Sul,Sul,2015-07-01,6.2
2426,Mato Grosso do Sul,Centro-Oeste,2015-07-01,4.8
2427,Mato Grosso,Centro-Oeste,2015-07-01,4.6
2428,Goiás,Centro-Oeste,2015-07-01,4.9
2429,Distrito Federal,Centro-Oeste,2015-07-01,6.6
2430,Rondônia,Norte,2015-08-01,4.7
2431,Acre,Norte,2015-08-01,5.0
2432,Amazonas,Norte,2015-08-01,5.1
2433,Roraima,Norte,2015-08-01,5.2
2434,Pará,Norte,2015-08-01,3.8
2435,Amapá,Norte,2015-08-01,5.1
2436,Tocantins,Norte,2015-08-01,4.8
2437,Maranhão,Nordeste,2015-08-01,4.5
2438,Piauí,Nordeste,2015-08-01,4.5
2439,Ceará,Nordeste,2015-08-01,6.1
2440,Rio Grande do Norte,Nordeste,2015-08-01,5.9
2441,Paraíba,Nordeste,2015-08-01,5.5
2442,Pernambuco,Nordeste,2015-08-01,5.6
2443,Alagoas,Nordeste,2015-08-01,5.2
2444,Sergipe,Nordeste,2015-08-01,5.1
2445,Bahia,Nordeste,2015-08-01,4.6
2446,Minas Gerais,Sudeste,2015-08-01,5.2
2447,Espírito Santo,Sudeste,2015-08-01,5.0
2448,Rio de Janeiro,Sudeste,2015-08-01,7.6
2449,São Paulo,Sudeste,2015-08-01,5.6
2450,Paraná,Sul,2015-08-01,4.6
2451,Santa Catarina,Sul,2015-08-01,4.7
2452,Rio Grande do Sul,Sul,2015-08-01,6.1
2453,Mato Grosso do Sul,Centro-Oeste,2015-08-01,4.7
2454,Mato Grosso,Centro-Oeste,2015-08-01,4.6
2455,Goiás,Centro-Oeste,2015-08-01,4.7
2456,Distrito Federal,Centro-Oeste,2015-08-01,6.8
2457,Rondônia,Norte,2015-09-01,4.7
2458,Acre,Norte,2015-09-01,4.6
2459,Amazonas,Norte,2015-09-01,5.1
2460,Roraima,Norte,2015-09-01,5.1
2461,Pará,Norte,2015-09-01,3.8
2462,Amapá,Norte,2015-09-01,4.9
2463,Tocantins,Norte,2015-09-01,4.7
2464,Maranhão,Nordeste,2015-09-01,4.5
2465,Piauí,Nordeste,2015-09-01,4.3
2466,Ceará,Nordeste,2015-09-01,5.7
2467,Rio Grande do Norte,Nordeste,2015-09-01,6.0
2468,Paraíba,Nordeste,2015-09-01,5.4
2469,Pernambuco,Nordeste,2015-09-01,5.5
2470,Alagoas,Nordeste,2015-09-01,5.1
2471,Sergipe,Nordeste,2015-09-01,5.1
2472,Bahia,Nordeste,2015-09-01,4.5
2473,Minas Gerais,Sudeste,2015-09-01,5.0
2474,Espírito Santo,Sudeste,2015-09-01,5.1
2475,Rio de Janeiro,Sudeste,2015-09-01,8.0
2476,São Paulo,Sudeste,2015-09-01,5.5
2477,Paraná,Sul,2015-09-01,4.7
2478,Santa Catarina,Sul,2015-09-01,4.6
2479,Rio Grande do Sul,Sul,2015-09-01,6.2
2480,Mato Grosso do Sul,Centro-Oeste,2015-09-01,4.7
2481,Mato Grosso,Centro-Oeste,2015-09-01,4.4
2482,Goiás,Centro-Oeste,2015-09-01,4.9
2483,Distrito Federal,Centro-Oeste,2015-09-01,6.9
2484,Rondônia,Norte,2015-10-01,5.0
2485,Acre,Norte,2015-10-01,4.9
2486,Amazonas,Norte,2015-10-01,5.2
2487,Roraima,Norte,2015-10-01,5.2
2488,Pará,Norte,2015-10-01,3.9
2489,Amapá,Norte,2015-10-01,4.9
2490,Tocantins,Norte,2015-10-01,4.7
2491,Maranhão,Nordeste,2015-10-01,4.5
2492,Piauí,Nordeste,2015-10-01,4.4
2493,Ceará,Nordeste,2015-10-01,5.9
2494,Rio Grande do Norte,Nordeste,2015-10-01,5.6
2495,Paraíba,Nordeste,2015-10-01,5.6
2496,Pernambuco,Nordeste,2015-10-01,5.7
2497,Alagoas,Nordeste,2015-10-01,5.1
2498,Sergipe,Nordeste,2015-10-01,5.2
2499,Bahia,Nordeste,2015-10-01,4.5
2500,Minas Gerais,Sudeste,2015-10-01,5.1
2501,Espírito Santo,Sudeste,2015-10-01,5.2
2502,Rio de Janeiro,Sudeste,2015-10-01,7.7
2503,São Paulo,Sudeste,2015-10-01,5.6
2504,Paraná,Sul,2015-10-01,4.8
2505,Santa Catarina,Sul,2015-10-01,4.8
2506,Rio Grande do Sul,Sul,2015-10-01,6.3
2507,Mato Grosso do Sul,Centro-Oeste,2015-10-01,4.7
2508,Mato Grosso,Centro-Oeste,2015-10-01,4.9
2509,Goiás,Centro-Oeste,2015-10-01,4.7
2510,Distrito Federal,Centro-Oeste,2015-10-01,6.8
2511,Rondônia,Norte,2015-11-01,4.8
2512,Acre,Norte,2015-11-01,5.2
2513,Amazonas,Norte,2015-11-01,5.1
2514,Roraima,Norte,2015-11-01,5.5
2515,Pará,Norte,2015-11-01,3.9
2516,Amapá,Norte,2015-11-01,5.1
2517,Tocantins,Norte,2015-11-01,4.6
2518,Maranhão,Nordeste,2015-11-01,4.6
2519,Piauí,Nordeste,2015-11-01,4.4
2520,Ceará,Nordeste,2015-11-01,5.8
2521,Rio Grande do Norte,Nordeste,2015-11-01,5.7
2522,Paraíba,Nordeste,2015-11-01,5.3
2523,Pernambuco,Nordeste,2015-11-01,5.7
2524,Alagoas,Nordeste,2015-11-01,5.2
2525,Sergipe,Nordeste,2015-11-01,5.7
2526,Bahia,Nordeste,2015-11-01,5.5
2527,Minas Gerais,Sudeste,2015-11-01,5.1
2528,Espírito Santo,Sudeste,2015-11-01,5.1
2529,Rio de Janeiro,Sudeste,2015-11-01,7.3
2530,São Paulo,Sudeste,2015-11-01,5.4
2531,Paraná,Sul,2015-11-01,4.7
2532,Santa Catarina,Sul,2015-11-01,4.7
2533,Rio Grande do Sul,Sul,2015-11-01,6.1
2534,Mato Grosso do Sul,Centro-Oeste,2015-11-01,4.7
2535,Mato Grosso,Centro-Oeste,2015-11-01,4.6
2536,Goiás,Centro-Oeste,2015-11-01,4.8
2537,Distrito Federal,Centro-Oeste,2015-11-01,6.5
2538,Rondônia,Norte,2015-12-01,4.8
2539,Acre,Norte,2015-12-01,4.8
2540,Amazonas,Norte,2015-12-01,5.0
2541,Roraima,Norte,2015-12-01,5.6
2542,Pará,Norte,2015-12-01,3.9
2543,Amapá,Norte,2015-12-01,5.1
2544,Tocantins,Norte,2015-12-01,4.9
2545,Maranhão,Nordeste,2015-12-01,4.6
2546,Piauí,Nordeste,2015-12-01,4.5
2547,Ceará,Nordeste,2015-12-01,5.7
2548,Rio Grande do Norte,Nordeste,2015-12-01,6.0
2549,Paraíba,Nordeste,2015-12-01,5.6
2550,Pernambuco,Nordeste,2015-12-01,5.8
2551,Alagoas,Nordeste,2015-12-01,5.2
2552,Sergipe,Nordeste,2015-12-01,5.3
2553,Bahia,Nordeste,2015-12-01,4.6
2554,Minas Gerais,Sudeste,2015-12-01,5.2
2555,Espírito Santo,Sudeste,2015-12-01,5.1
2556,Rio de Janeiro,Sudeste,2015-12-01,7.2
2557,São Paulo,Sudeste,2015-12-01,5.6
2558,Paraná,Sul,2015-12-01,4.7
2559,Santa Catarina,Sul,2015-12-01,4.6
2560,Rio Grande do Sul,Sul,2015-12-01,6.0
2561,Mato Grosso do Sul,Centro-Oeste,2015-12-01,4.6
2562,Mato Grosso,Centro-Oeste,2015-12-01,4.4
2563,Goiás,Centro-Oeste,2015-12-01,5.1
2564,Distrito Federal,Centro-Oeste,2015-12-01,6.4
2565,Rondônia,Norte,2016-01-01,5.0
2566,Acre,Norte,2016-01-01,5.1
2567,Amazonas,Norte,2016-01-01,5.1
2568,Roraima,Norte,2016-01-01,5.8
2569,Pará,Norte,2016-01-01,4.0
2570,Amapá,Norte,2016-01-01,5.7
2571,Tocantins,Norte,2016-01-01,5.4
2572,Maranhão,Nordeste,2016-01-01,4.9
2573,Piauí,Nordeste,2016-01-01,4.7
2574,Ceará,Nordeste,2016-01-01,5.7
2575,Rio Grande do Norte,Nordeste,2016-01-01,6.3
2576,Paraíba,Nordeste,2016-01-01,5.9
2577,Pernambuco,Nordeste,2016-01-01,6.0
2578,Alagoas,Nordeste,2016-01-01,5.5
2579,Sergipe,Nordeste,2016-01-01,5.5
2580,Bahia,Nordeste,2016-01-01,4.8
2581,Minas Gerais,Sudeste,2016-01-01,5.3
2582,Espírito Santo,Sudeste,2016-01-01,5.3
2583,Rio de Janeiro,Sudeste,2016-01-01,8.2
2584,São Paulo,Sudeste,2016-01-01,5.9
2585,Paraná,Sul,2016-01-01,4.8
2586,Santa Catarina,Sul,2016-01-01,5.1
2587,Rio Grande do Sul,Sul,2016-01-01,6.1
2588,Mato Grosso do Sul,Centro-Oeste,2016-01-01,4.9
2589,Mato Grosso,Centro-Oeste,2016-01-01,4.7
2590,Goiás,Centro-Oeste,2016-01-01,5.1
2591,Distrito Federal,Centro-Oeste,2016-01-01,6.8
2592,Rondônia,Norte,2016-02-01,4.8
2593,Acre,Norte,2016-02-01,5.1
2594,Amazonas,Norte,2016-02-01,5.2
2595,Roraima,Norte,2016-02-01,5.4
2596,Pará,Norte,2016-02-01,3.9
2597,Amapá,Norte,2016-02-01,5.7
2598,Tocantins,Norte,2016-02-01,5.2
2599,Maranhão,Nordeste,2016-02-01,4.7
2600,Piauí,Nordeste,2016-02-01,4.4
2601,Ceará,Nordeste,2016-02-01,5.6
2602,Rio Grande do Norte,Nordeste,2016-02-01,5.8
2603,Paraíba,Nordeste,2016-02-01,5.6
2604,Pernambuco,Nordeste,2016-02-01,5.8
2605,Alagoas,Nordeste,2016-02-01,5.3
2606,Sergipe,Nordeste,2016-02-01,5.7
2607,Bahia,Nordeste,2016-02-01,4.6
2608,Minas Gerais,Sudeste,2016-02-01,5.2
2609,Espírito Santo,Sudeste,2016-02-01,5.1
2610,Rio de Janeiro,Sudeste,2016-02-01,7.5
2611,São Paulo,Sudeste,2016-02-01,5.4
2612,Paraná,Sul,2016-02-01,4.6
2613,Santa Catarina,Sul,2016-02-01,4.8
2614,Rio Grande do Sul,Sul,2016-02-01,6.1
2615,Mato Grosso do Sul,Centro-Oeste,2016-02-01,5.1
2616,Mato Grosso,Centro-Oeste,2016-02-01,4.6
2617,Goiás,Centro-Oeste,2016-02-01,4.7
2618,Distrito Federal,Centro-Oeste,2016-02-01,6.4
2619,Rondônia,Norte,2016-03-01,4.7
2620,Acre,Norte,2016-03-01,5.2
2621,Amazonas,Norte,2016-03-01,5.2
2622,Roraima,Norte,2016-03-01,5.7
2623,Pará,Norte,2016-03-01,4.0
2624,Amapá,Norte,2016-03-01,5.4
2625,Tocantins,Norte,2016-03-01,5.0
2626,Maranhão,Nordeste,2016-03-01,4.6
2627,Piauí,Nordeste,2016-03-01,4.6
2628,Ceará,Nordeste,2016-03-01,5.6
2629,Rio Grande do Norte,Nordeste,2016-03-01,5.7
2630,Paraíba,Nordeste,2016-03-01,5.5
2631,Pernambuco,Nordeste,2016-03-01,5.6
2632,Alagoas,Nordeste,2016-03-01,5.0
2633,Sergipe,Nordeste,2016-03-01,5.3
2634,Bahia,Nordeste,2016-03-01,4.6
2635,Minas Gerais,Sudeste,2016-03-01,5.0
2636,Espírito Santo,Sudeste,2016-03-01,5.2
2637,Rio de Janeiro,Sudeste,2016-03-01,8.1
2638,São Paulo,Sudeste,2016-03-01,5.3
2639,Paraná,Sul,2016-03-01,4.6
2640,Santa Catarina,Sul,2016-03-01,5.0
2641,Rio Grande do Sul,Sul,2016-03-01,6.0
2642,Mato Grosso do Sul,Centro-Oeste,2016-03-01,4.9
2643,Mato Grosso,Centro-Oeste,2016-03-01,4.4
2644,Goiás,Centro-Oeste,2016-03-01,4.6
2645,Distrito Federal,Centro-Oeste,2016-03-01,6.2
2646,Rondônia,Norte,2016-04-01,4.7
2647,Acre,Norte,2016-04-01,5.4
2648,Amazonas,Norte,2016-04-01,5.3
2649,Roraima,Norte,2016-04-01,5.6
2650,Pará,Norte,2016-04-01,3.9
2651,Amapá,Norte,2016-04-01,5.4
2652,Tocantins,Norte,2016-04-01,5.0
2653,Maranhão,Nordeste,2016-04-01,4.7
2654,Piauí,Nordeste,2016-04-01,4.6
2655,Ceará,Nordeste,2016-04-01,5.5
2656,Rio Grande do Norte,Nordeste,2016-04-01,6.1
2657,Paraíba,Nordeste,2016-04-01,5.4
2658,Pernambuco,Nordeste,2016-04-01,5.6
2659,Alagoas,Nordeste,2016-04-01,4.8
2660,Sergipe,Nordeste,2016-04-01,5.3
2661,Bahia,Nordeste,2016-04-01,4.6
2662,Minas Gerais,Sudeste,2016-04-01,5.2
2663,Espírito Santo,Sudeste,2016-04-01,5.2
2664,Rio de Janeiro,Sudeste,2016-04-01,7.3
2665,São Paulo,Sudeste,2016-04-01,5.5
2666,Paraná,Sul,2016-04-01,4.6
2667,Santa Catarina,Sul,2016-04-01,4.6
2668,Rio Grande do Sul,Sul,2016-04-01,6.1
2669,Mato Grosso do Sul,Centro-Oeste,2016-04-01,4.8
2670,Mato Grosso,Centro-Oeste,2016-04-01,4.4
2671,Goiás,Centro-Oeste,2016-04-01,4.6
2672,Distrito Federal,Centro-Oeste,2016-04-01,6.3
2673,Rondônia,Norte,2016-05-01,4.8
2674,Acre,Norte,2016-05-01,5.6
2675,Amazonas,Norte,2016-05-01,5.3
2676,Roraima,Norte,2016-05-01,6.0
