,UF,regiao,data,perm_media
3735,Ceará,Nordeste,2019-08-01,5.5
3736,Rio Grande do Norte,Nordeste,2019-08-01,5.2
3737,Paraíba,Nordeste,2019-08-01,5.6
3738,Pernambuco,Nordeste,2019-08-01,5.3
3739,Alagoas,Nordeste,2019-08-01,5.1
3740,Sergipe,Nordeste,2019-08-01,5.9
3741,Bahia,Nordeste,2019-08-01,4.5
3742,Minas Gerais,Sudeste,2019-08-01,5.1
3743,Espírito Santo,Sudeste,2019-08-01,4.9
3744,Rio de Janeiro,Sudeste,2019-08-01,6.7
3745,São Paulo,Sudeste,2019-08-01,5.3
3746,Paraná,Sul,2019-08-01,4.3
3747,Santa Catarina,Sul,2019-08-01,4.4
3748,Rio Grande do Sul,Sul,2019-08-01,6.0
3749,Mato Grosso do Sul,Centro-Oeste,2019-08-01,4.8
3750,Mato Grosso,Centro-Oeste,2019-08-01,4.6
3751,Goiás,Centro-Oeste,2019-08-01,4.8
3752,Distrito Federal,Centro-Oeste,2019-08-01,5.6
3753,Rondônia,Norte,2019-09-01,4.7
3754,Acre,Norte,2019-09-01,4.8
3755,Amazonas,Norte,2019-09-01,5.0
3756,Roraima,Norte,2019-09-01,5.6
3757,Pará,Norte,2019-09-01,4.0
3758,Amapá,Norte,2019-09-01,4.9
3759,Tocantins,Norte,2019-09-01,5.4
3760,Maranhão,Nordeste,2019-09-01,4.6
3761,Piauí,Nordeste,2019-09-01,4.7
3762,Ceará,Nordeste,2019-09-01,5.6
3763,Rio Grande do Norte,Nordeste,2019-09-01,5.6
3764,Paraíba,Nordeste,2019-09-01,5.5
3765,Pernambuco,Nordeste,2019-09-01,5.3
3766,Alagoas,Nordeste,2019-09-01,5.1
3767,Sergipe,Nordeste,2019-09-01,5.7
3768,Bahia,Nordeste,2019-09-01,4.4
3769,Minas Gerais,Sudeste,2019-09-01,4.9
3770,Espírito Santo,Sudeste,2019-09-01,4.7
3771,Rio de Janeiro,Sudeste,2019-09-01,6.5
3772,São Paulo,Sudeste,2019-09-01,5.0
3773,Paraná,Sul,2019-09-01,4.3
3774,Santa Catarina,Sul,2019-09-01,4.4
3775,Rio Grande do Sul,Sul,2019-09-01,6.0
3776,Mato Grosso do Sul,Centro-Oeste,2019-09-01,4.7
3777,Mato Grosso,Centro-Oeste,2019-09-01,4.3
3778,Goiás,Centro-Oeste,2019-09-01,4.6
3779,Distrito Federal,Centro-Oeste,2019-09-01,5.5
3780,Rondônia,Norte,2019-10-01,4.7
3781,Acre,Norte,2019-10-01,4.9
3782,Amazonas,Norte,2019-10-01,5.2
3783,Roraima,Norte,2019-10-01,5.4
3784,Pará,Norte,2019-10-01,4.0
3785,Amapá,Norte,2019-10-01,5.2
3786,Tocantins,Norte,2019-10-01,5.5
3787,Maranhão,Nordeste,2019-10-01,4.5
3788,Piauí,Nordeste,2019-10-01,4.7
3789,Ceará,Nordeste,2019-10-01,5.6
3790,Rio Grande do Norte,Nordeste,2019-10-01,5.7
3791,Paraíba,Nordeste,2019-10-01,5.6
3792,Pernambuco,Nordeste,2019-10-01,5.3
3793,Alagoas,Nordeste,2019-10-01,5.2
3794,Sergipe,Nordeste,2019-10-01,5.9
3795,Bahia,Nordeste,2019-10-01,4.5
3796,Minas Gerais,Sudeste,2019-10-01,5.0
3797,Espírito Santo,Sudeste,2019-10-01,4.8
3798,Rio de Janeiro,Sudeste,2019-10-01,6.7
3799,São Paulo,Sudeste,2019-10-01,5.0
3800,Paraná,Sul,2019-10-01,4.3
3801,Santa Catarina,Sul,2019-10-01,4.3
3802,Rio Grande do Sul,Sul,2019-10-01,6.0
3803,Mato Grosso do Sul,Centro-Oeste,2019-10-01,4.6
3804,Mato Grosso,Centro-Oeste,2019-10-01,4.5
3805,Goiás,Centro-Oeste,2019-10-01,4.6
3806,Distrito Federal,Centro-Oeste,2019-10-01,5.6
3807,Rondônia,Norte,2019-11-01,4.6
3808,Acre,Norte,2019-11-01,5.2
3809,Amazonas,Norte,2019-11-01,5.1
3810,Roraima,Norte,2019-11-01,5.8
3811,Pará,Norte,2019-11-01,4.0
3812,Amapá,Norte,2019-11-01,4.9
3813,Tocantins,Norte,2019-11-01,5.4
3814,Maranhão,Nordeste,2019-11-01,4.5
3815,Piauí,Nordeste,2019-11-01,4.7
3816,Ceará,Nordeste,2019-11-01,5.7
3817,Rio Grande do Norte,Nordeste,2019-11-01,5.7
3818,Paraíba,Nordeste,2019-11-01,5.5
3819,Pernambuco,Nordeste,2019-11-01,5.3
3820,Alagoas,Nordeste,2019-11-01,5.2
3821,Sergipe,Nordeste,2019-11-01,5.7
3822,Bahia,Nordeste,2019-11-01,4.5
3823,Minas Gerais,Sudeste,2019-11-01,5.0
3824,Espírito Santo,Sudeste,2019-11-01,4.8
3825,Rio de Janeiro,Sudeste,2019-11-01,6.6
3826,São Paulo,Sudeste,2019-11-01,5.0
3827,Paraná,Sul,2019-11-01,4.2
3828,Santa Catarina,Sul,2019-11-01,4.2
3829,Rio Grande do Sul,Sul,2019-11-01,6.0
3830,Mato Grosso do Sul,Centro-Oeste,2019-11-01,4.7
3831,Mato Grosso,Centro-Oeste,2019-11-01,4.6
3832,Goiás,Centro-Oeste,2019-11-01,4.7
3833,Distrito Federal,Centro-Oeste,2019-11-01,5.8
3834,Rondônia,Norte,2019-12-01,4.8
3835,Acre,Norte,2019-12-01,5.0
3836,Amazonas,Norte,2019-12-01,5.1
3837,Roraima,Norte,2019-12-01,6.1
3838,Pará,Norte,2019-12-01,4.1
3839,Amapá,Norte,2019-12-01,5.0
3840,Tocantins,Norte,2019-12-01,5.1
3841,Maranhão,Nordeste,2019-12-01,4.5
3842,Piauí,Nordeste,2019-12-01,4.7
3843,Ceará,Nordeste,2019-12-01,5.7
3844,Rio Grande do Norte,Nordeste,2019-12-01,5.9
3845,Paraíba,Nordeste,2019-12-01,5.7
3846,Pernambuco,Nordeste,2019-12-01,5.4
3847,Alagoas,Nordeste,2019-12-01,5.7
3848,Sergipe,Nordeste,2019-12-01,5.8
3849,Bahia,Nordeste,2019-12-01,4.7
3850,Minas Gerais,Sudeste,2019-12-01,5.0
3851,Espírito Santo,Sudeste,2019-12-01,4.7
3852,Rio de Janeiro,Sudeste,2019-12-01,6.7
3853,São Paulo,Sudeste,2019-12-01,5.1
3854,Paraná,Sul,2019-12-01,4.3
3855,Santa Catarina,Sul,2019-12-01,4.4
3856,Rio Grande do Sul,Sul,2019-12-01,5.9
3857,Mato Grosso do Sul,Centro-Oeste,2019-12-01,4.6
3858,Mato Grosso,Centro-Oeste,2019-12-01,4.3
3859,Goiás,Centro-Oeste,2019-12-01,4.7
3860,Distrito Federal,Centro-Oeste,2019-12-01,5.6
