,UF,regiao,data,valor_corrigido
2892,Roraima,Norte,2017-01-01,2026069.0393452027
2893,Pará,Norte,2017-01-01,26924629.174773928
2894,Amapá,Norte,2017-01-01,1438445.920281715
2895,Tocantins,Norte,2017-01-01,5359794.23403006
2896,Maranhão,Nordeste,2017-01-01,22823065.91420883
2897,Piauí,Nordeste,2017-01-01,13776538.417464564
2898,Ceará,Nordeste,2017-01-01,38551955.083191484
2899,Rio Grande do Norte,Nordeste,2017-01-01,15624646.262382008
2900,Paraíba,Nordeste,2017-01-01,13324666.002113124
2901,Pernambuco,Nordeste,2017-01-01,54261431.63505638
2902,Alagoas,Nordeste,2017-01-01,13025807.85442859
2903,Sergipe,Nordeste,2017-01-01,7096344.387662318
2904,Bahia,Nordeste,2017-01-01,58601445.04135194
2905,Minas Gerais,Sudeste,2017-01-01,124966470.2084066
2906,Espírito Santo,Sudeste,2017-01-01,22366232.204949047
2907,Rio de Janeiro,Sudeste,2017-01-01,61063078.35414959
2908,São Paulo,Sudeste,2017-01-01,242056858.275843
2909,Paraná,Sul,2017-01-01,92452309.44068858
2910,Santa Catarina,Sul,2017-01-01,46661304.85808327
2911,Rio Grande do Sul,Sul,2017-01-01,79478847.49254932
2912,Mato Grosso do Sul,Centro-Oeste,2017-01-01,14436624.743214743
2913,Mato Grosso,Centro-Oeste,2017-01-01,13202839.32993888
2914,Goiás,Centro-Oeste,2017-01-01,29759624.100690465
2915,Distrito Federal,Centro-Oeste,2017-01-01,15909318.586071216
2916,Rondônia,Norte,2017-02-01,6324140.4474064745
2917,Acre,Norte,2017-02-01,2645409.1633017445
2918,Amazonas,Norte,2017-02-01,9923291.922990037
2919,Roraima,Norte,2017-02-01,1889216.0550282036
2920,Pará,Norte,2017-02-01,23998144.29462936
2921,Amapá,Norte,2017-02-01,1245999.7691213742
2922,Tocantins,Norte,2017-02-01,5135881.386367983
2923,Maranhão,Nordeste,2017-02-01,21757513.574307594
2924,Piauí,Nordeste,2017-02-01,12862144.59782064
2925,Ceará,Nordeste,2017-02-01,35736682.9697157
2926,Rio Grande do Norte,Nordeste,2017-02-01,13924620.569635235
2927,Paraíba,Nordeste,2017-02-01,12410580.205953319
2928,Pernambuco,Nordeste,2017-02-01,49523694.6033782
2929,Alagoas,Nordeste,2017-02-01,11558318.581497794
2930,Sergipe,Nordeste,2017-02-01,6774809.626436949
2931,Bahia,Nordeste,2017-02-01,51324650.74763913
2932,Minas Gerais,Sudeste,2017-02-01,115455016.04828814
2933,Espírito Santo,Sudeste,2017-02-01,20028280.39364759
2934,Rio de Janeiro,Sudeste,2017-02-01,54792062.97647915
2935,São Paulo,Sudeste,2017-02-01,219599790.89656204
2936,Paraná,Sul,2017-02-01,85399687.32496409
2937,Santa Catarina,Sul,2017-02-01,44250365.43704662
2938,Rio Grande do Sul,Sul,2017-02-01,69020436.55123116
2939,Mato Grosso do Sul,Centro-Oeste,2017-02-01,12615615.006479135
2940,Mato Grosso,Centro-Oeste,2017-02-01,12374235.106794229
2941,Goiás,Centro-Oeste,2017-02-01,26898091.039481398
2942,Distrito Federal,Centro-Oeste,2017-02-01,13380273.18008356
2943,Rondônia,Norte,2017-03-01,7726125.05791486
2944,Acre,Norte,2017-03-01,3018578.1195555916
2945,Amazonas,Norte,2017-03-01,11471909.749571208
2946,Roraima,Norte,2017-03-01,2178897.861621133
2947,Pará,Norte,2017-03-01,28855059.348192234
2948,Amapá,Norte,2017-03-01,1630920.2436749355
2949,Tocantins,Norte,2017-03-01,6326908.068906338
2950,Maranhão,Nordeste,2017-03-01,25086278.68693705
2951,Piauí,Nordeste,2017-03-01,14720014.723586544
2952,Ceará,Nordeste,2017-03-01,42168608.35538162
2953,Rio Grande do Norte,Nordeste,2017-03-01,16580493.732032752
2954,Paraíba,Nordeste,2017-03-01,16199108.375229433
2955,Pernambuco,Nordeste,2017-03-01,58350326.51561486
2956,Alagoas,Nordeste,2017-03-01,13937433.808318764
2957,Sergipe,Nordeste,2017-03-01,7300110.526414494
2958,Bahia,Nordeste,2017-03-01,60416488.04923585
2959,Minas Gerais,Sudeste,2017-03-01,133508208.64546248
2960,Espírito Santo,Sudeste,2017-03-01,23936124.95651473
2961,Rio de Janeiro,Sudeste,2017-03-01,61889245.36344518
2962,São Paulo,Sudeste,2017-03-01,255386683.6203292
2963,Paraná,Sul,2017-03-01,105057600.31438044
2964,Santa Catarina,Sul,2017-03-01,51966226.35228571
2965,Rio Grande do Sul,Sul,2017-03-01,83996997.0792186
2966,Mato Grosso do Sul,Centro-Oeste,2017-03-01,15501175.276903432
2967,Mato Grosso,Centro-Oeste,2017-03-01,14476302.555014424
2968,Goiás,Centro-Oeste,2017-03-01,32657327.74080302
2969,Distrito Federal,Centro-Oeste,2017-03-01,16144783.331818823
2970,Rondônia,Norte,2017-04-01,7169465.794841087
2971,Acre,Norte,2017-04-01,2340861.496258626
2972,Amazonas,Norte,2017-04-01,11643583.838217933
2973,Roraima,Norte,2017-04-01,1980997.6834748904
2974,Pará,Norte,2017-04-01,25900814.25825629
2975,Amapá,Norte,2017-04-01,1444570.7430645302
2976,Tocantins,Norte,2017-04-01,5246900.520117782
2977,Maranhão,Nordeste,2017-04-01,22690548.749930102
2978,Piauí,Nordeste,2017-04-01,13797188.685495213
2979,Ceará,Nordeste,2017-04-01,38387104.13754184
2980,Rio Grande do Norte,Nordeste,2017-04-01,15629587.345105253
2981,Paraíba,Nordeste,2017-04-01,14459078.706710657
2982,Pernambuco,Nordeste,2017-04-01,55642048.47338996
2983,Alagoas,Nordeste,2017-04-01,13154405.678550422
2984,Sergipe,Nordeste,2017-04-01,7213148.471471635
2985,Bahia,Nordeste,2017-04-01,55280778.72423909
2986,Minas Gerais,Sudeste,2017-04-01,121444764.33047216
2987,Espírito Santo,Sudeste,2017-04-01,22079228.63911895
2988,Rio de Janeiro,Sudeste,2017-04-01,56853826.36917824
2989,São Paulo,Sudeste,2017-04-01,233380278.21460712
2990,Paraná,Sul,2017-04-01,93395010.97193141
2991,Santa Catarina,Sul,2017-04-01,47639584.96653164
2992,Rio Grande do Sul,Sul,2017-04-01,75068906.87128711
2993,Mato Grosso do Sul,Centro-Oeste,2017-04-01,13543605.81464148
2994,Mato Grosso,Centro-Oeste,2017-04-01,13852745.96390708
2995,Goiás,Centro-Oeste,2017-04-01,29193582.38287159
2996,Distrito Federal,Centro-Oeste,2017-04-01,14368236.521086002
2997,Rondônia,Norte,2017-05-01,7096049.02079475
2998,Acre,Norte,2017-05-01,2601435.889550957
2999,Amazonas,Norte,2017-05-01,11667535.014285907
3000,Roraima,Norte,2017-05-01,2298525.1801943257
3001,Pará,Norte,2017-05-01,28578976.268345546
3002,Amapá,Norte,2017-05-01,1711064.2101551387
3003,Tocantins,Norte,2017-05-01,5539654.497443433
3004,Maranhão,Nordeste,2017-05-01,24927732.074482646
3005,Piauí,Nordeste,2017-05-01,14748794.927792093
3006,Ceará,Nordeste,2017-05-01,40878925.88871219
3007,Rio Grande do Norte,Nordeste,2017-05-01,17207721.2060955
3008,Paraíba,Nordeste,2017-05-01,16048824.242464505
3009,Pernambuco,Nordeste,2017-05-01,60901381.1690689
3010,Alagoas,Nordeste,2017-05-01,14313350.027880667
3011,Sergipe,Nordeste,2017-05-01,7605841.520311619
3012,Bahia,Nordeste,2017-05-01,62713241.522130065
3013,Minas Gerais,Sudeste,2017-05-01,135898496.04842716
3014,Espírito Santo,Sudeste,2017-05-01,23494171.64781115
3015,Rio de Janeiro,Sudeste,2017-05-01,65367512.09526398
3016,São Paulo,Sudeste,2017-05-01,257473699.12948576
3017,Paraná,Sul,2017-05-01,105824735.22607161
3018,Santa Catarina,Sul,2017-05-01,52828242.561122745
3019,Rio Grande do Sul,Sul,2017-05-01,85785885.39532839
3020,Mato Grosso do Sul,Centro-Oeste,2017-05-01,15696716.700532787
3021,Mato Grosso,Centro-Oeste,2017-05-01,14413037.229279062
3022,Goiás,Centro-Oeste,2017-05-01,31759981.249664493
3023,Distrito Federal,Centro-Oeste,2017-05-01,13493158.039408702
3024,Rondônia,Norte,2017-06-01,7084307.57211414
3025,Acre,Norte,2017-06-01,2807215.516588994
3026,Amazonas,Norte,2017-06-01,11629014.069780868
3027,Roraima,Norte,2017-06-01,2248879.5519238366
3028,Pará,Norte,2017-06-01,26794066.225980747
3029,Amapá,Norte,2017-06-01,1720359.9625843544
3030,Tocantins,Norte,2017-06-01,5586638.92629137
3031,Maranhão,Nordeste,2017-06-01,23495602.475501157
3032,Piauí,Nordeste,2017-06-01,13519038.158744749
3033,Ceará,Nordeste,2017-06-01,41031917.52734274
3034,Rio Grande do Norte,Nordeste,2017-06-01,16087819.173940508
3035,Paraíba,Nordeste,2017-06-01,15015526.55015293
3036,Pernambuco,Nordeste,2017-06-01,57726742.36143572
3037,Alagoas,Nordeste,2017-06-01,13290817.636306537
3038,Sergipe,Nordeste,2017-06-01,7379755.3529779995
3039,Bahia,Nordeste,2017-06-01,56502357.694800265
3040,Minas Gerais,Sudeste,2017-06-01,128156189.34632117
3041,Espírito Santo,Sudeste,2017-06-01,22336694.06298075
3042,Rio de Janeiro,Sudeste,2017-06-01,61387623.35589588
3043,São Paulo,Sudeste,2017-06-01,242643101.09412655
3044,Paraná,Sul,2017-06-01,98474330.99629676
3045,Santa Catarina,Sul,2017-06-01,51442180.55344899
3046,Rio Grande do Sul,Sul,2017-06-01,84333084.76288058
3047,Mato Grosso do Sul,Centro-Oeste,2017-06-01,14174355.133214306
3048,Mato Grosso,Centro-Oeste,2017-06-01,14197076.384905022
3049,Goiás,Centro-Oeste,2017-06-01,28990943.504161604
3050,Distrito Federal,Centro-Oeste,2017-06-01,16221680.50285011
3051,Rondônia,Norte,2017-07-01,7188472.130353931
3052,Acre,Norte,2017-07-01,2965554.2406293936
3053,Amazonas,Norte,2017-07-01,12173523.523753218
3054,Roraima,Norte,2017-07-01,2232711.926583496
3055,Pará,Norte,2017-07-01,26946015.692094337
3056,Amapá,Norte,2017-07-01,1476347.1499488011
3057,Tocantins,Norte,2017-07-01,5167506.169147293
3058,Maranhão,Nordeste,2017-07-01,24376159.03084156
3059,Piauí,Nordeste,2017-07-01,13403518.540761828
3060,Ceará,Nordeste,2017-07-01,40941671.13717183
3061,Rio Grande do Norte,Nordeste,2017-07-01,16048293.976923928
3062,Paraíba,Nordeste,2017-07-01,15434305.283648197
3063,Pernambuco,Nordeste,2017-07-01,58023435.61837333
3064,Alagoas,Nordeste,2017-07-01,14121258.814445887
3065,Sergipe,Nordeste,2017-07-01,7645511.026774562
3066,Bahia,Nordeste,2017-07-01,59886422.54373414
3067,Minas Gerais,Sudeste,2017-07-01,130300757.77787182
3068,Espírito Santo,Sudeste,2017-07-01,22846094.717463512
3069,Rio de Janeiro,Sudeste,2017-07-01,64299359.29422496
3070,São Paulo,Sudeste,2017-07-01,249303947.57398936
3071,Paraná,Sul,2017-07-01,104060898.06088261
3072,Santa Catarina,Sul,2017-07-01,51270940.02139044
3073,Rio Grande do Sul,Sul,2017-07-01,85233095.21421559
3074,Mato Grosso do Sul,Centro-Oeste,2017-07-01,14558614.7398258
3075,Mato Grosso,Centro-Oeste,2017-07-01,14415898.498406233
3076,Goiás,Centro-Oeste,2017-07-01,29601492.30094377
3077,Distrito Federal,Centro-Oeste,2017-07-01,15361536.511974413
3078,Rondônia,Norte,2017-08-01,7270663.558041612
3079,Acre,Norte,2017-08-01,2795734.144494104
3080,Amazonas,Norte,2017-08-01,11532681.819232466
3081,Roraima,Norte,2017-08-01,2373109.622389539
3082,Pará,Norte,2017-08-01,28107684.48752903
3083,Amapá,Norte,2017-08-01,1544154.9215707793
3084,Tocantins,Norte,2017-08-01,5464749.073986673
3085,Maranhão,Nordeste,2017-08-01,24713338.6990982
3086,Piauí,Nordeste,2017-08-01,13654889.099733777
3087,Ceará,Nordeste,2017-08-01,41423093.39722485
3088,Rio Grande do Norte,Nordeste,2017-08-01,17138988.074735682
3089,Paraíba,Nordeste,2017-08-01,16587946.88115358
3090,Pernambuco,Nordeste,2017-08-01,62081785.92302708
3091,Alagoas,Nordeste,2017-08-01,14550925.901383044
3092,Sergipe,Nordeste,2017-08-01,7549811.777403274
3093,Bahia,Nordeste,2017-08-01,62321486.619832404
3094,Minas Gerais,Sudeste,2017-08-01,137088290.57090667
3095,Espírito Santo,Sudeste,2017-08-01,23467481.12354551
3096,Rio de Janeiro,Sudeste,2017-08-01,64896476.69007196
3097,São Paulo,Sudeste,2017-08-01,263762029.18525648
3098,Paraná,Sul,2017-08-01,106673386.52728377
3099,Santa Catarina,Sul,2017-08-01,52913616.49940348
3100,Rio Grande do Sul,Sul,2017-08-01,84684994.12396483
3101,Mato Grosso do Sul,Centro-Oeste,2017-08-01,14615334.32189882
3102,Mato Grosso,Centro-Oeste,2017-08-01,14621450.15321745
3103,Goiás,Centro-Oeste,2017-08-01,32122918.16393026
3104,Distrito Federal,Centro-Oeste,2017-08-01,16791152.976296965
3105,Rondônia,Norte,2017-09-01,6872229.749050573
3106,Acre,Norte,2017-09-01,2777056.4296755902
3107,Amazonas,Norte,2017-09-01,11695388.058048729
3108,Roraima,Norte,2017-09-01,2236511.694237918
3109,Pará,Norte,2017-09-01,27348659.82399508
3110,Amapá,Norte,2017-09-01,1467027.8724358804
3111,Tocantins,Norte,2017-09-01,4588998.759541066
3112,Maranhão,Nordeste,2017-09-01,23116043.595410664
3113,Piauí,Nordeste,2017-09-01,13189020.102838919
3114,Ceará,Nordeste,2017-09-01,39236101.4938956
3115,Rio Grande do Norte,Nordeste,2017-09-01,15877734.47316199
3116,Paraíba,Nordeste,2017-09-01,15981806.53692065
3117,Pernambuco,Nordeste,2017-09-01,55701085.63773368
3118,Alagoas,Nordeste,2017-09-01,13741257.024638282
3119,Sergipe,Nordeste,2017-09-01,7138664.469050039
3120,Bahia,Nordeste,2017-09-01,56568813.309011534
3121,Minas Gerais,Sudeste,2017-09-01,124692508.77835576
3122,Espírito Santo,Sudeste,2017-09-01,22203261.03550988
3123,Rio de Janeiro,Sudeste,2017-09-01,59008639.14674654
3124,São Paulo,Sudeste,2017-09-01,232701211.00270787
3125,Paraná,Sul,2017-09-01,96662639.58373672
3126,Santa Catarina,Sul,2017-09-01,48495823.034333125
3127,Rio Grande do Sul,Sul,2017-09-01,77515278.85707791
3128,Mato Grosso do Sul,Centro-Oeste,2017-09-01,13542953.821280522
3129,Mato Grosso,Centro-Oeste,2017-09-01,13422040.722165762
3130,Goiás,Centro-Oeste,2017-09-01,28230719.37751732
3131,Distrito Federal,Centro-Oeste,2017-09-01,15621319.411576314
3132,Rondônia,Norte,2017-10-01,7500543.339175928
3133,Acre,Norte,2017-10-01,2765831.6453198465
3134,Amazonas,Norte,2017-10-01,11502556.59005685
3135,Roraima,Norte,2017-10-01,2191942.5422268887
3136,Pará,Norte,2017-10-01,27647468.53838156
3137,Amapá,Norte,2017-10-01,1475821.8511103713
3138,Tocantins,Norte,2017-10-01,4553248.67770192
3139,Maranhão,Nordeste,2017-10-01,24238797.033887323
3140,Piauí,Nordeste,2017-10-01,13439572.556420486
3141,Ceará,Nordeste,2017-10-01,41938977.64018848
3142,Rio Grande do Norte,Nordeste,2017-10-01,15393442.573413573
3143,Paraíba,Nordeste,2017-10-01,15567309.040972598
3144,Pernambuco,Nordeste,2017-10-01,59877202.71677131
3145,Alagoas,Nordeste,2017-10-01,13972480.851437645
3146,Sergipe,Nordeste,2017-10-01,7325287.203243021
3147,Bahia,Nordeste,2017-10-01,59642196.2032466
3148,Minas Gerais,Sudeste,2017-10-01,129370280.41250448
3149,Espírito Santo,Sudeste,2017-10-01,23465173.533061713
3150,Rio de Janeiro,Sudeste,2017-10-01,62370920.36777977
3151,São Paulo,Sudeste,2017-10-01,249485339.1329516
3152,Paraná,Sul,2017-10-01,102380807.31489116
3153,Santa Catarina,Sul,2017-10-01,49555168.113301404
3154,Rio Grande do Sul,Sul,2017-10-01,81625680.32384583
3155,Mato Grosso do Sul,Centro-Oeste,2017-10-01,13660219.795577977
3156,Mato Grosso,Centro-Oeste,2017-10-01,14124358.470974136
3157,Goiás,Centro-Oeste,2017-10-01,30793753.770779002
3158,Distrito Federal,Centro-Oeste,2017-10-01,15676967.249186171
3159,Rondônia,Norte,2017-11-01,6991571.867814999
3160,Acre,Norte,2017-11-01,2582579.6814084807
3161,Amazonas,Norte,2017-11-01,11218868.558556626
3162,Roraima,Norte,2017-11-01,2165060.4405802344
3163,Pará,Norte,2017-11-01,27497319.539564487
3164,Amapá,Norte,2017-11-01,1378691.999204788
3165,Tocantins,Norte,2017-11-01,3876727.037591523
3166,Maranhão,Nordeste,2017-11-01,23670387.3343073
3167,Piauí,Nordeste,2017-11-01,12985464.542382713
3168,Ceará,Nordeste,2017-11-01,37991102.51495223
3169,Rio Grande do Norte,Nordeste,2017-11-01,15412468.147978414
3170,Paraíba,Nordeste,2017-11-01,15329936.342220608
3171,Pernambuco,Nordeste,2017-11-01,54366846.79668514
3172,Alagoas,Nordeste,2017-11-01,14033785.083026893
3173,Sergipe,Nordeste,2017-11-01,6311170.984966046
3174,Bahia,Nordeste,2017-11-01,56024833.2915589
3175,Minas Gerais,Sudeste,2017-11-01,123219909.65310158
3176,Espírito Santo,Sudeste,2017-11-01,21951360.445122186
3177,Rio de Janeiro,Sudeste,2017-11-01,59040874.59531871
3178,São Paulo,Sudeste,2017-11-01,230685650.15353265
3179,Paraná,Sul,2017-11-01,97793477.14463003
3180,Santa Catarina,Sul,2017-11-01,48713926.76778987
3181,Rio Grande do Sul,Sul,2017-11-01,76001494.06096932
3182,Mato Grosso do Sul,Centro-Oeste,2017-11-01,13306547.72517375
3183,Mato Grosso,Centro-Oeste,2017-11-01,12711286.602260608
3184,Goiás,Centro-Oeste,2017-11-01,27800168.998330407
3185,Distrito Federal,Centro-Oeste,2017-11-01,14992107.499412656
3186,Rondônia,Norte,2017-12-01,7089711.145208647
3187,Acre,Norte,2017-12-01,2134864.147189746
3188,Amazonas,Norte,2017-12-01,11369967.603648763
3189,Roraima,Norte,2017-12-01,2170079.5975091835
3190,Pará,Norte,2017-12-01,26127149.299517844
3191,Amapá,Norte,2017-12-01,1247188.3677864764
3192,Tocantins,Norte,2017-12-01,4530819.742222046
3193,Maranhão,Nordeste,2017-12-01,22698591.19898006
3194,Piauí,Nordeste,2017-12-01,12600665.919074904
3195,Ceará,Nordeste,2017-12-01,37681241.221449986
3196,Rio Grande do Norte,Nordeste,2017-12-01,15266536.965678558
3197,Paraíba,Nordeste,2017-12-01,13922411.37171715
3198,Pernambuco,Nordeste,2017-12-01,53174878.57172386
3199,Alagoas,Nordeste,2017-12-01,12611141.545712769
3200,Sergipe,Nordeste,2017-12-01,6044820.239322093
3201,Bahia,Nordeste,2017-12-01,52790348.87460846
3202,Minas Gerais,Sudeste,2017-12-01,119690591.78710699
3203,Espírito Santo,Sudeste,2017-12-01,21065236.80166929
3204,Rio de Janeiro,Sudeste,2017-12-01,57377242.614328705
3205,São Paulo,Sudeste,2017-12-01,224358649.01247036
3206,Paraná,Sul,2017-12-01,91345053.79380998
3207,Santa Catarina,Sul,2017-12-01,44970422.8607194
3208,Rio Grande do Sul,Sul,2017-12-01,73009574.62695009
3209,Mato Grosso do Sul,Centro-Oeste,2017-12-01,12698596.540802732
3210,Mato Grosso,Centro-Oeste,2017-12-01,12547649.567117397
3211,Goiás,Centro-Oeste,2017-12-01,27738659.696932852
3212,Distrito Federal,Centro-Oeste,2017-12-01,13683538.611363156
3213,Rondônia,Norte,2018-01-01,7323773.863253742
3214,Acre,Norte,2018-01-01,2452325.4473383194
3215,Amazonas,Norte,2018-01-01,12009429.850773312
3216,Roraima,Norte,2018-01-01,2207832.179888028
3217,Pará,Norte,2018-01-01,27690792.68474989
3218,Amapá,Norte,2018-01-01,1484220.2483440551
3219,Tocantins,Norte,2018-01-01,4681238.558929021
3220,Maranhão,Nordeste,2018-01-01,24751812.120758224
3221,Piauí,Nordeste,2018-01-01,13676264.935389759
3222,Ceará,Nordeste,2018-01-01,41195960.500591695
3223,Rio Grande do Norte,Nordeste,2018-01-01,16069181.935058672
3224,Paraíba,Nordeste,2018-01-01,15175000.64475624
3225,Pernambuco,Nordeste,2018-01-01,57485391.55156295
3226,Alagoas,Nordeste,2018-01-01,13834491.789340094
3227,Sergipe,Nordeste,2018-01-01,7791279.729087232
3228,Bahia,Nordeste,2018-01-01,59352055.751436904
3229,Minas Gerais,Sudeste,2018-01-01,127683534.77488428
3230,Espírito Santo,Sudeste,2018-01-01,22045363.087942023
3231,Rio de Janeiro,Sudeste,2018-01-01,60945009.547886506
3232,São Paulo,Sudeste,2018-01-01,241328975.50943825
3233,Paraná,Sul,2018-01-01,99856081.03840108
3234,Santa Catarina,Sul,2018-01-01,47566458.65821776
3235,Rio Grande do Sul,Sul,2018-01-01,80782254.73657295
3236,Mato Grosso do Sul,Centro-Oeste,2018-01-01,13607882.827897852
3237,Mato Grosso,Centro-Oeste,2018-01-01,13501242.238899693
3238,Goiás,Centro-Oeste,2018-01-01,29234799.82944529
3239,Distrito Federal,Centro-Oeste,2018-01-01,16254330.4374569
3240,Rondônia,Norte,2018-02-01,6687959.4774113
3241,Acre,Norte,2018-02-01,2271615.209198423
3242,Amazonas,Norte,2018-02-01,10572595.787996057
3243,Roraima,Norte,2018-02-01,1985032.7931734559
3244,Pará,Norte,2018-02-01,25216437.368153743
3245,Amapá,Norte,2018-02-01,1366015.8062352168
3246,Tocantins,Norte,2018-02-01,3885973.1759921154
3247,Maranhão,Nordeste,2018-02-01,22115563.573390275
3248,Piauí,Nordeste,2018-02-01,11633653.853206307
3249,Ceará,Nordeste,2018-02-01,35562345.48327201
3250,Rio Grande do Norte,Nordeste,2018-02-01,15316437.8782523
3251,Paraíba,Nordeste,2018-02-01,14309746.207135348
3252,Pernambuco,Nordeste,2018-02-01,50719995.2865046
3253,Alagoas,Nordeste,2018-02-01,11858619.460164256
3254,Sergipe,Nordeste,2018-02-01,6489753.044704336
3255,Bahia,Nordeste,2018-02-01,51230388.772752956
3256,Minas Gerais,Sudeste,2018-02-01,113342471.28630091
3257,Espírito Santo,Sudeste,2018-02-01,19455035.357273325
3258,Rio de Janeiro,Sudeste,2018-02-01,54754073.101222076
3259,São Paulo,Sudeste,2018-02-01,217317165.26483575
3260,Paraná,Sul,2018-02-01,91609368.27244416
3261,Santa Catarina,Sul,2018-02-01,43108848.992247045
3262,Rio Grande do Sul,Sul,2018-02-01,68001967.67459264
3263,Mato Grosso do Sul,Centro-Oeste,2018-02-01,12371935.098968463
3264,Mato Grosso,Centro-Oeste,2018-02-01,12519229.422693824
3265,Goiás,Centro-Oeste,2018-02-01,26676619.039559785
3266,Distrito Federal,Centro-Oeste,2018-02-01,15789017.89063732
3267,Rondônia,Norte,2018-03-01,7644762.42845565
3268,Acre,Norte,2018-03-01,2489602.9576131855
3269,Amazonas,Norte,2018-03-01,12152339.633643543
3270,Roraima,Norte,2018-03-01,2123923.7066421597
3271,Pará,Norte,2018-03-01,28114341.74794484
3272,Amapá,Norte,2018-03-01,1478309.0184727171
3273,Tocantins,Norte,2018-03-01,4157673.72399388
3274,Maranhão,Nordeste,2018-03-01,24984499.177833043
3275,Piauí,Nordeste,2018-03-01,13626725.98390208
3276,Ceará,Nordeste,2018-03-01,41055752.563289374
3277,Rio Grande do Norte,Nordeste,2018-03-01,17505921.44934154
3278,Paraíba,Nordeste,2018-03-01,15739650.771213606
3279,Pernambuco,Nordeste,2018-03-01,56249709.81764611
3280,Alagoas,Nordeste,2018-03-01,14462902.152647978
3281,Sergipe,Nordeste,2018-03-01,8198317.078239529
3282,Bahia,Nordeste,2018-03-01,57636976.833714746
3283,Minas Gerais,Sudeste,2018-03-01,130728928.85905232
3284,Espírito Santo,Sudeste,2018-03-01,21567473.91962199
3285,Rio de Janeiro,Sudeste,2018-03-01,63570561.35539745
3286,São Paulo,Sudeste,2018-03-01,242817651.18871883
3287,Paraná,Sul,2018-03-01,104661091.59757774
3288,Santa Catarina,Sul,2018-03-01,50541238.74818065
3289,Rio Grande do Sul,Sul,2018-03-01,79712279.2677274
3290,Mato Grosso do Sul,Centro-Oeste,2018-03-01,14245276.520185519
3291,Mato Grosso,Centro-Oeste,2018-03-01,14803091.990713902
3292,Goiás,Centro-Oeste,2018-03-01,29996698.38011998
3293,Distrito Federal,Centro-Oeste,2018-03-01,16878979.458359
3294,Rondônia,Norte,2018-04-01,7174446.259752935
3295,Acre,Norte,2018-04-01,2320507.1483376124
3296,Amazonas,Norte,2018-04-01,12039478.546616275
3297,Roraima,Norte,2018-04-01,2160189.8727926537
3298,Pará,Norte,2018-04-01,28737047.980919883
3299,Amapá,Norte,2018-04-01,1539288.9676954516
3300,Tocantins,Norte,2018-04-01,4333873.629912492
3301,Maranhão,Nordeste,2018-04-01,25719324.92436727
3302,Piauí,Nordeste,2018-04-01,13727146.297854222
3303,Ceará,Nordeste,2018-04-01,42875363.104570575
3304,Rio Grande do Norte,Nordeste,2018-04-01,17251249.7187762
3305,Paraíba,Nordeste,2018-04-01,15732175.972640693
3306,Pernambuco,Nordeste,2018-04-01,57702530.920542076
3307,Alagoas,Nordeste,2018-04-01,15123792.125903899
3308,Sergipe,Nordeste,2018-04-01,7066864.194220289
3309,Bahia,Nordeste,2018-04-01,58807418.15824775
3310,Minas Gerais,Sudeste,2018-04-01,129743656.44984673
3311,Espírito Santo,Sudeste,2018-04-01,22217310.452669773
3312,Rio de Janeiro,Sudeste,2018-04-01,63408783.04797212
3313,São Paulo,Sudeste,2018-04-01,243926148.5930426
3314,Paraná,Sul,2018-04-01,106789689.72461224
3315,Santa Catarina,Sul,2018-04-01,52368265.28749869
3316,Rio Grande do Sul,Sul,2018-04-01,80225012.20804077
3317,Mato Grosso do Sul,Centro-Oeste,2018-04-01,14425346.366111664
3318,Mato Grosso,Centro-Oeste,2018-04-01,13562808.340494655
3319,Goiás,Centro-Oeste,2018-04-01,28913056.296904474
3320,Distrito Federal,Centro-Oeste,2018-04-01,16710258.103601186
3321,Rondônia,Norte,2018-05-01,8151191.486252155
3322,Acre,Norte,2018-05-01,2620136.945897376
3323,Amazonas,Norte,2018-05-01,12691785.536560386
3324,Roraima,Norte,2018-05-01,2246104.507504482
3325,Pará,Norte,2018-05-01,29045857.825983755
3326,Amapá,Norte,2018-05-01,1654505.6490543373
3327,Tocantins,Norte,2018-05-01,4905415.582484559
3328,Maranhão,Nordeste,2018-05-01,25230547.114037104
3329,Piauí,Nordeste,2018-05-01,14472203.751148706
3330,Ceará,Nordeste,2018-05-01,43426633.0089553
3331,Rio Grande do Norte,Nordeste,2018-05-01,18334793.33656149
3332,Paraíba,Nordeste,2018-05-01,16411523.052338162
3333,Pernambuco,Nordeste,2018-05-01,60148329.78998192
3334,Alagoas,Nordeste,2018-05-01,15217739.942218907
3335,Sergipe,Nordeste,2018-05-01,7435581.021941851
3336,Bahia,Nordeste,2018-05-01,60533353.307890505
3337,Minas Gerais,Sudeste,2018-05-01,132132360.39746201
3338,Espírito Santo,Sudeste,2018-05-01,23411790.332273286
3339,Rio de Janeiro,Sudeste,2018-05-01,67794060.26507923
3340,São Paulo,Sudeste,2018-05-01,248257840.47065806
3341,Paraná,Sul,2018-05-01,108784937.40193841
3342,Santa Catarina,Sul,2018-05-01,50900679.69609611
3343,Rio Grande do Sul,Sul,2018-05-01,79783598.72104998
3344,Mato Grosso do Sul,Centro-Oeste,2018-05-01,14234445.437589454
3345,Mato Grosso,Centro-Oeste,2018-05-01,14248962.22973228
3346,Goiás,Centro-Oeste,2018-05-01,31196059.08401165
3347,Distrito Federal,Centro-Oeste,2018-05-01,16543614.284142029
3348,Rondônia,Norte,2018-06-01,6889734.085784207
