,UF,regiao,data,valor_hospitalar,valor_corrigido
3016,São Paulo,Sudeste,2017-05-01,234397009.37,257473699.12948576
3017,Paraná,Sul,2017-05-01,96339942.83,105824735.22607161
3018,Santa Catarina,Sul,2017-05-01,48093386.27,52828242.561122745
3019,Rio Grande do Sul,Sul,2017-05-01,78097122.35,85785885.39532839
3020,Mato Grosso do Sul,Centro-Oeste,2017-05-01,14289861.31,15696716.700532787
3021,Mato Grosso,Centro-Oeste,2017-05-01,13121234.65,14413037.229279062
3022,Goiás,Centro-Oeste,2017-05-01,28913417.75,31759981.249664493
3023,Distrito Federal,Centro-Oeste,2017-05-01,12283801.81,13493158.039408702
3024,Rondônia,Norte,2017-06-01,6434526.0,7084307.57211414
3025,Acre,Norte,2017-06-01,2549734.19,2807215.516588994
3026,Amazonas,Norte,2017-06-01,10562386.32,11629014.069780868
3027,Roraima,Norte,2017-06-01,2042609.5,2248879.5519238366
3028,Pará,Norte,2017-06-01,24336480.88,26794066.225980747
3029,Amapá,Norte,2017-06-01,1562566.39,1720359.9625843544
3030,Tocantins,Norte,2017-06-01,5074225.4,5586638.92629137
3031,Maranhão,Nordeste,2017-06-01,21340556.36,23495602.475501157
3032,Piauí,Nordeste,2017-06-01,12279055.03,13519038.158744749
3033,Ceará,Nordeste,2017-06-01,37268418.61,41031917.52734274
3034,Rio Grande do Norte,Nordeste,2017-06-01,14612224.23,16087819.173940508
3035,Paraíba,Nordeste,2017-06-01,13638283.63,15015526.55015293
3036,Pernambuco,Nordeste,2017-06-01,52431973.18,57726742.36143572
3037,Alagoas,Nordeste,2017-06-01,12071767.18,13290817.636306537
3038,Sergipe,Nordeste,2017-06-01,6702874.94,7379755.3529779995
3039,Bahia,Nordeste,2017-06-01,51319890.61,56502357.694800265
3040,Minas Gerais,Sudeste,2017-06-01,116401542.99,128156189.34632117
3041,Espírito Santo,Sudeste,2017-06-01,20287944.48,22336694.06298075
3042,Rio de Janeiro,Sudeste,2017-06-01,55757073.58,61387623.35589588
3043,São Paulo,Sudeste,2017-06-01,220387571.66,242643101.09412655
3044,Paraná,Sul,2017-06-01,89442141.9,98474330.99629676
3045,Santa Catarina,Sul,2017-06-01,46723839.26,51442180.55344899
3046,Rio Grande do Sul,Sul,2017-06-01,76597948.5,84333084.76288058
3047,Mato Grosso do Sul,Centro-Oeste,2017-06-01,12874265.51,14174355.133214306
3048,Mato Grosso,Centro-Oeste,2017-06-01,12894902.74,14197076.384905022
3049,Goiás,Centro-Oeste,2017-06-01,26331857.82,28990943.504161604
3050,Distrito Federal,Centro-Oeste,2017-06-01,14733807.63,16221680.50285011
3051,Rondônia,Norte,2017-07-01,6544809.83,7188472.130353931
3052,Acre,Norte,2017-07-01,2700015.83,2965554.2406293936
3053,Amazonas,Norte,2017-07-01,11083495.21,12173523.523753218
3054,Roraima,Norte,2017-07-01,2032792.88,2232711.926583496
3055,Pará,Norte,2017-07-01,24533245.06,26946015.692094337
3056,Amapá,Norte,2017-07-01,1344153.69,1476347.1499488011
3057,Tocantins,Norte,2017-07-01,4704802.99,5167506.169147293
3058,Maranhão,Nordeste,2017-07-01,22193495.69,24376159.03084156
3059,Piauí,Nordeste,2017-07-01,12203355.36,13403518.540761828
3060,Ceará,Nordeste,2017-07-01,37275716.85,40941671.13717183
3061,Rio Grande do Norte,Nordeste,2017-07-01,14611315.21,16048293.976923928
3062,Paraíba,Nordeste,2017-07-01,14052303.62,15434305.283648197
3063,Pernambuco,Nordeste,2017-07-01,52827964.68,58023435.61837333
3064,Alagoas,Nordeste,2017-07-01,12856828.52,14121258.814445887
3065,Sergipe,Nordeste,2017-07-01,6960925.05,7645511.026774562
3066,Bahia,Nordeste,2017-07-01,54524138.07,59886422.54373414
3067,Minas Gerais,Sudeste,2017-07-01,118633510.0,130300757.77787182
3068,Espírito Santo,Sudeste,2017-07-01,20800434.72,22846094.717463512
3069,Rio de Janeiro,Sudeste,2017-07-01,58541936.47,64299359.29422496
3070,São Paulo,Sudeste,2017-07-01,226981046.48,249303947.57398936
3071,Paraná,Sul,2017-07-01,94743191.07,104060898.06088261
3072,Santa Catarina,Sul,2017-07-01,46680093.65,51270940.02139044
3073,Rio Grande do Sul,Sul,2017-07-01,77601246.73,85233095.21421559
3074,Mato Grosso do Sul,Centro-Oeste,2017-07-01,13255023.2,14558614.7398258
3075,Mato Grosso,Centro-Oeste,2017-07-01,13125085.9,14415898.498406233
3076,Goiás,Centro-Oeste,2017-07-01,26950947.89,29601492.30094377
3077,Distrito Federal,Centro-Oeste,2017-07-01,13986050.63,15361536.511974413
3078,Rondônia,Norte,2017-08-01,6632214.5,7270663.558041612
3079,Acre,Norte,2017-08-01,2550236.08,2795734.144494104
3080,Amazonas,Norte,2017-08-01,10519977.85,11532681.819232466
3081,Roraima,Norte,2017-08-01,2164722.92,2373109.622389539
3082,Pará,Norte,2017-08-01,25639501.97,28107684.48752903
3083,Amapá,Norte,2017-08-01,1408560.11,1544154.9215707793
3084,Tocantins,Norte,2017-08-01,4984880.37,5464749.073986673
3085,Maranhão,Nordeste,2017-08-01,22543219.33,24713338.6990982
3086,Piauí,Nordeste,2017-08-01,12455830.58,13654889.099733777
3087,Ceará,Nordeste,2017-08-01,37785662.68,41423093.39722485
3088,Rio Grande do Norte,Nordeste,2017-08-01,15633985.03,17138988.074735682
3089,Paraíba,Nordeste,2017-08-01,15131331.68,16587946.88115358
3090,Pernambuco,Nordeste,2017-08-01,56630281.06,62081785.92302708
3091,Alagoas,Nordeste,2017-08-01,13273184.9,14550925.901383044
3092,Sergipe,Nordeste,2017-08-01,6886850.25,7549811.777403274
3093,Bahia,Nordeste,2017-08-01,56848933.24,62321486.619832404
3094,Minas Gerais,Sudeste,2017-08-01,125050339.8,137088290.57090667
3095,Espírito Santo,Sudeste,2017-08-01,21406762.58,23467481.12354551
3096,Rio de Janeiro,Sudeste,2017-08-01,59197809.15,64896476.69007196
3097,São Paulo,Sudeste,2017-08-01,240600646.77,263762029.18525648
3098,Paraná,Sul,2017-08-01,97306219.06,106673386.52728377
3099,Santa Catarina,Sul,2017-08-01,48267183.84,52913616.49940348
3100,Rio Grande do Sul,Sul,2017-08-01,77248663.96,84684994.12396483
3101,Mato Grosso do Sul,Centro-Oeste,2017-08-01,13331937.51,14615334.32189882
3102,Mato Grosso,Centro-Oeste,2017-08-01,13337516.3,14621450.15321745
3103,Goiás,Centro-Oeste,2017-08-01,29302151.3,32122918.16393026
3104,Distrito Federal,Centro-Oeste,2017-08-01,15316693.91,16791152.976296965
3105,Rondônia,Norte,2017-09-01,6278791.51,6872229.749050573
3106,Acre,Norte,2017-09-01,2537249.04,2777056.4296755902
3107,Amazonas,Norte,2017-09-01,10685455.22,11695388.058048729
3108,Roraima,Norte,2017-09-01,2043382.01,2236511.694237918
3109,Pará,Norte,2017-09-01,24987018.68,27348659.82399508
3110,Amapá,Norte,2017-09-01,1340345.49,1467027.8724358804
3111,Tocantins,Norte,2017-09-01,4192724.56,4588998.759541066
3112,Maranhão,Nordeste,2017-09-01,21119901.92,23116043.595410664
3113,Piauí,Nordeste,2017-09-01,12050107.53,13189020.102838919
3114,Ceará,Nordeste,2017-09-01,35847943.09,39236101.4938956
3115,Rio Grande do Norte,Nordeste,2017-09-01,14506643.12,15877734.47316199
3116,Paraíba,Nordeste,2017-09-01,14601728.24,15981806.53692065
3117,Pernambuco,Nordeste,2017-09-01,50891125.06,55701085.63773368
3118,Alagoas,Nordeste,2017-09-01,12554657.09,13741257.024638282
3119,Sergipe,Nordeste,2017-09-01,6522218.77,7138664.469050039
3120,Bahia,Nordeste,2017-09-01,51683921.77,56568813.309011534
3121,Minas Gerais,Sudeste,2017-09-01,113924925.98,124692508.77835576
3122,Espírito Santo,Sudeste,2017-09-01,20285940.95,22203261.03550988
3123,Rio de Janeiro,Sudeste,2017-09-01,53913061.12,59008639.14674654
3124,São Paulo,Sudeste,2017-09-01,212606743.57,232701211.00270787
3125,Paraná,Sul,2017-09-01,88315522.46,96662639.58373672
3126,Santa Catarina,Sul,2017-09-01,44308059.11,48495823.034333125
3127,Rio Grande do Sul,Sul,2017-09-01,70821595.4,77515278.85707791
3128,Mato Grosso do Sul,Centro-Oeste,2017-09-01,12373477.98,13542953.821280522
3129,Mato Grosso,Centro-Oeste,2017-09-01,12263006.1,13422040.722165762
3130,Goiás,Centro-Oeste,2017-09-01,25792909.67,28230719.37751732
3131,Distrito Federal,Centro-Oeste,2017-09-01,14272370.29,15621319.411576314
3132,Rondônia,Norte,2017-10-01,6881636.61,7500543.339175928
3133,Acre,Norte,2017-10-01,2537609.27,2765831.6453198465
3134,Amazonas,Norte,2017-10-01,10553424.06,11502556.59005685
3135,Roraima,Norte,2017-10-01,2011074.58,2191942.5422268887
3136,Pará,Norte,2017-10-01,25366139.9,27647468.53838156
3137,Amapá,Norte,2017-10-01,1354044.53,1475821.8511103713
3138,Tocantins,Norte,2017-10-01,4177537.73,4553248.67770192
3139,Maranhão,Nordeste,2017-10-01,22238734.65,24238797.033887323
3140,Piauí,Nordeste,2017-10-01,12330607.31,13439572.556420486
3141,Ceará,Nordeste,2017-10-01,38478386.28,41938977.64018848
3142,Rio Grande do Norte,Nordeste,2017-10-01,14123253.9,15393442.573413573
3143,Paraíba,Nordeste,2017-10-01,14282773.79,15567309.040972598
3144,Pernambuco,Nordeste,2017-10-01,54936440.16,59877202.71677131
3145,Alagoas,Nordeste,2017-10-01,12819542.72,13972480.851437645
3146,Sergipe,Nordeste,2017-10-01,6720841.72,7325287.203243021
3147,Bahia,Nordeste,2017-10-01,54720825.19,59642196.2032466
3148,Minas Gerais,Sudeste,2017-10-01,118695302.15,129370280.41250448
3149,Espírito Santo,Sudeste,2017-10-01,21528946.63,23465173.533061713
3150,Rio de Janeiro,Sudeste,2017-10-01,57224388.9,62370920.36777977
3151,São Paulo,Sudeste,2017-10-01,228899076.48,249485339.1329516
3152,Paraná,Sul,2017-10-01,93932863.25,102380807.31489116
3153,Santa Catarina,Sul,2017-10-01,45466127.41,49555168.113301404
3154,Rio Grande do Sul,Sul,2017-10-01,74890343.89,81625680.32384583
3155,Mato Grosso do Sul,Centro-Oeste,2017-10-01,12533047.86,13660219.795577977
3156,Mato Grosso,Centro-Oeste,2017-10-01,12958888.17,14124358.470974136
3157,Goiás,Centro-Oeste,2017-10-01,28252809.66,30793753.770779002
3158,Distrito Federal,Centro-Oeste,2017-10-01,14383383.56,15676967.249186171
3159,Rondônia,Norte,2017-11-01,6432627.22,6991571.867814999
3160,Acre,Norte,2017-11-01,2376114.08,2582579.6814084807
3161,Amazonas,Norte,2017-11-01,10321970.6,11218868.558556626
3162,Roraima,Norte,2017-11-01,1991973.62,2165060.4405802344
3163,Pará,Norte,2017-11-01,25299032.82,27497319.539564487
3164,Amapá,Norte,2017-11-01,1268471.79,1378691.999204788
3165,Tocantins,Norte,2017-11-01,3566800.19,3876727.037591523
3166,Maranhão,Nordeste,2017-11-01,21778046.59,23670387.3343073
3167,Piauí,Nordeste,2017-11-01,11947335.2,12985464.542382713
3168,Ceará,Nordeste,2017-11-01,34953885.16,37991102.51495223
3169,Rio Grande do Norte,Nordeste,2017-11-01,14180310.81,15412468.147978414
3170,Paraíba,Nordeste,2017-11-01,14104377.05,15329936.342220608
3171,Pernambuco,Nordeste,2017-11-01,50020462.52,54366846.79668514
3172,Alagoas,Nordeste,2017-11-01,12911847.24,14033785.083026893
3173,Sergipe,Nordeste,2017-11-01,5806621.32,6311170.984966046
3174,Bahia,Nordeste,2017-11-01,51545900.47,56024833.2915589
3175,Minas Gerais,Sudeste,2017-11-01,113369033.44,123219909.65310158
3176,Espírito Santo,Sudeste,2017-11-01,20196448.15,21951360.445122186
3177,Rio de Janeiro,Sudeste,2017-11-01,54320822.87,59040874.59531871
3178,São Paulo,Sudeste,2017-11-01,212243372.52,230685650.15353265
3179,Paraná,Sul,2017-11-01,89975329.57,97793477.14463003
3180,Santa Catarina,Sul,2017-11-01,44819467.96,48713926.76778987
3181,Rio Grande do Sul,Sul,2017-11-01,69925517.28,76001494.06096932
3182,Mato Grosso do Sul,Centro-Oeste,2017-11-01,12242749.23,13306547.72517375
3183,Mato Grosso,Centro-Oeste,2017-11-01,11695076.55,12711286.602260608
3184,Goiás,Centro-Oeste,2017-11-01,25577670.83,27800168.998330407
3185,Distrito Federal,Centro-Oeste,2017-11-01,13793556.1,14992107.499412656
3186,Rondônia,Norte,2017-12-01,6551624.69,7089711.145208647
3187,Acre,Norte,2017-12-01,1972834.77,2134864.147189746
3188,Amazonas,Norte,2017-12-01,10507023.34,11369967.603648763
3189,Roraima,Norte,2017-12-01,2005377.48,2170079.5975091835
3190,Pará,Norte,2017-12-01,24144182.03,26127149.299517844
3191,Amapá,Norte,2017-12-01,1152530.75,1247188.3677864764
3192,Tocantins,Norte,2017-12-01,4186944.98,4530819.742222046
3193,Maranhão,Nordeste,2017-12-01,20975840.55,22698591.19898006
3194,Piauí,Nordeste,2017-12-01,11644315.58,12600665.919074904
3195,Ceará,Nordeste,2017-12-01,34821355.24,37681241.221449986
3196,Rio Grande do Norte,Nordeste,2017-12-01,14107855.52,15266536.965678558
3197,Paraíba,Nordeste,2017-12-01,12865744.77,13922411.37171715
3198,Pernambuco,Nordeste,2017-12-01,49139074.95,53174878.57172386
3199,Alagoas,Nordeste,2017-12-01,11653996.14,12611141.545712769
3200,Sergipe,Nordeste,2017-12-01,5586037.67,6044820.239322093
3201,Bahia,Nordeste,2017-12-01,48783729.83,52790348.87460846
3202,Minas Gerais,Sudeste,2017-12-01,110606457.76,119690591.78710699
3203,Espírito Santo,Sudeste,2017-12-01,19466452.54,21065236.80166929
3204,Rio de Janeiro,Sudeste,2017-12-01,53022492.97,57377242.614328705
3205,São Paulo,Sudeste,2017-12-01,207330543.4,224358649.01247036
3206,Paraná,Sul,2017-12-01,84412255.66,91345053.79380998
3207,Santa Catarina,Sul,2017-12-01,41557311.25,44970422.8607194
3208,Rio Grande do Sul,Sul,2017-12-01,67468380.86,73009574.62695009
3209,Mato Grosso do Sul,Centro-Oeste,2017-12-01,11734813.58,12698596.540802732
3210,Mato Grosso,Centro-Oeste,2017-12-01,11595323.0,12547649.567117397
3211,Goiás,Centro-Oeste,2017-12-01,25633383.93,27738659.696932852
3212,Distrito Federal,Centro-Oeste,2017-12-01,12645001.69,13683538.611363156
3213,Rondônia,Norte,2018-01-01,6787552.89,7323773.863253742
3214,Acre,Norte,2018-01-01,2272774.8,2452325.4473383194
3215,Amazonas,Norte,2018-01-01,11130141.62,12009429.850773312
3216,Roraima,Norte,2018-01-01,2046182.47,2207832.179888028
3217,Pará,Norte,2018-01-01,25663370.2,27690792.68474989
3218,Amapá,Norte,2018-01-01,1375550.86,1484220.2483440551
3219,Tocantins,Norte,2018-01-01,4338494.73,4681238.558929021
3220,Maranhão,Nordeste,2018-01-01,22939571.46,24751812.120758224
3221,Piauí,Nordeste,2018-01-01,12674936.9,13676264.935389759
3222,Ceará,Nordeste,2018-01-01,38179737.11,41195960.500591695
3223,Rio Grande do Norte,Nordeste,2018-01-01,14892652.93,16069181.935058672
3224,Paraíba,Nordeste,2018-01-01,14063940.45,15175000.64475624
3225,Pernambuco,Nordeste,2018-01-01,53276513.29,57485391.55156295
3226,Alagoas,Nordeste,2018-01-01,12821578.94,13834491.789340094
3227,Sergipe,Nordeste,2018-01-01,7220829.62,7791279.729087232
3228,Bahia,Nordeste,2018-01-01,55006506.9,59352055.751436904
3229,Minas Gerais,Sudeste,2018-01-01,118334995.27,127683534.77488428
3230,Espírito Santo,Sudeste,2018-01-01,20431279.11,22045363.087942023
3231,Rio de Janeiro,Sudeste,2018-01-01,56482830.22,60945009.547886506
3232,São Paulo,Sudeste,2018-01-01,223659716.39,241328975.50943825
3233,Paraná,Sul,2018-01-01,92544969.86,99856081.03840108
3234,Santa Catarina,Sul,2018-01-01,44083809.79,47566458.65821776
3235,Rio Grande do Sul,Sul,2018-01-01,74867662.06,80782254.73657295
3236,Mato Grosso do Sul,Centro-Oeste,2018-01-01,12611561.49,13607882.827897852
3237,Mato Grosso,Centro-Oeste,2018-01-01,12512728.75,13501242.238899693
3238,Goiás,Centro-Oeste,2018-01-01,27094330.57,29234799.82944529
3239,Distrito Federal,Centro-Oeste,2018-01-01,15064245.51,16254330.4374569
3240,Rondônia,Norte,2018-02-01,6218127.26,6687959.4774113
3241,Acre,Norte,2018-02-01,2112033.2,2271615.209198423
3242,Amazonas,Norte,2018-02-01,9829866.09,10572595.787996057
3243,Roraima,Norte,2018-02-01,1845583.33,1985032.7931734559
3244,Pará,Norte,2018-02-01,23444971.09,25216437.368153743
3245,Amapá,Norte,2018-02-01,1270052.57,1366015.8062352168
3246,Tocantins,Norte,2018-02-01,3612981.78,3885973.1759921154
3247,Maranhão,Nordeste,2018-02-01,20561935.1,22115563.573390275
3248,Piauí,Nordeste,2018-02-01,10816384.34,11633653.853206307
3249,Ceará,Nordeste,2018-02-01,33064074.42,35562345.48327201
3250,Rio Grande do Norte,Nordeste,2018-02-01,14240451.1,15316437.8782523
3251,Paraíba,Nordeste,2018-02-01,13304479.98,14309746.207135348
3252,Pernambuco,Nordeste,2018-02-01,47156892.38,50719995.2865046
3253,Alagoas,Nordeste,2018-02-01,11025546.01,11858619.460164256
3254,Sergipe,Nordeste,2018-02-01,6033844.92,6489753.044704336
3255,Bahia,Nordeste,2018-02-01,47631430.49,51230388.772752956
3256,Minas Gerais,Sudeste,2018-02-01,105380110.75,113342471.28630091
3257,Espírito Santo,Sudeste,2018-02-01,18088310.21,19455035.357273325
3258,Rio de Janeiro,Sudeste,2018-02-01,50907574.38,54754073.101222076
3259,São Paulo,Sudeste,2018-02-01,202050534.84,217317165.26483575
3260,Paraná,Sul,2018-02-01,85173768.18,91609368.27244416
3261,Santa Catarina,Sul,2018-02-01,40080432.6,43108848.992247045
3262,Rio Grande do Sul,Sul,2018-02-01,63224798.29,68001967.67459264
3263,Mato Grosso do Sul,Centro-Oeste,2018-02-01,11502800.99,12371935.098968463
3264,Mato Grosso,Centro-Oeste,2018-02-01,11639747.82,12519229.422693824
3265,Goiás,Centro-Oeste,2018-02-01,24802574.33,26676619.039559785
3266,Distrito Federal,Centro-Oeste,2018-02-01,14679832.15,15789017.89063732
3267,Rondônia,Norte,2018-03-01,7114108.65,7644762.42845565
3268,Acre,Norte,2018-03-01,2316789.58,2489602.9576131855
3269,Amazonas,Norte,2018-03-01,11308796.75,12152339.633643543
3270,Roraima,Norte,2018-03-01,1976493.6,2123923.7066421597
3271,Pará,Norte,2018-03-01,26162811.95,28114341.74794484
3272,Amapá,Norte,2018-03-01,1375693.63,1478309.0184727171
3273,Tocantins,Norte,2018-03-01,3869072.83,4157673.72399388
3274,Maranhão,Nordeste,2018-03-01,23250224.37,24984499.177833043
3275,Piauí,Nordeste,2018-03-01,12680840.0,13626725.98390208
3276,Ceará,Nordeste,2018-03-01,38205907.27,41055752.563289374
3277,Rio Grande do Norte,Nordeste,2018-03-01,16290764.87,17505921.44934154
3278,Paraíba,Nordeste,2018-03-01,14647098.16,15739650.771213606
3279,Pernambuco,Nordeste,2018-03-01,52345190.7,56249709.81764611
3280,Alagoas,Nordeste,2018-03-01,13458973.81,14462902.152647978
3281,Sergipe,Nordeste,2018-03-01,7629238.84,8198317.078239529
3282,Bahia,Nordeste,2018-03-01,53636161.92,57636976.833714746
3283,Minas Gerais,Sudeste,2018-03-01,121654506.9,130728928.85905232
3284,Espírito Santo,Sudeste,2018-03-01,20070388.61,21567473.91962199
3285,Rio de Janeiro,Sudeste,2018-03-01,59157872.42,63570561.35539745
3286,São Paulo,Sudeste,2018-03-01,225962699.15,242817651.18871883
3287,Paraná,Sul,2018-03-01,97396143.31,104661091.59757774
3288,Santa Catarina,Sul,2018-03-01,47032967.62,50541238.74818065
3289,Rio Grande do Sul,Sul,2018-03-01,74179128.62,79712279.2677274
3290,Mato Grosso do Sul,Centro-Oeste,2018-03-01,13256454.45,14245276.520185519
3291,Mato Grosso,Centro-Oeste,2018-03-01,13775549.7,14803091.990713902
3292,Goiás,Centro-Oeste,2018-03-01,27914506.62,29996698.38011998
3293,Distrito Federal,Centro-Oeste,2018-03-01,15707341.45,16878979.458359
3294,Rondônia,Norte,2018-04-01,6691124.37,7174446.259752935
3295,Acre,Norte,2018-04-01,2164181.23,2320507.1483376124
3296,Amazonas,Norte,2018-04-01,11228413.37,12039478.546616275
3297,Roraima,Norte,2018-04-01,2014664.07,2160189.8727926537
3298,Pará,Norte,2018-04-01,26801115.39,28737047.980919883
3299,Amapá,Norte,2018-04-01,1435591.48,1539288.9676954516
3300,Tocantins,Norte,2018-04-01,4041912.98,4333873.629912492
3301,Maranhão,Nordeste,2018-04-01,23986687.69,25719324.92436727
3302,Piauí,Nordeste,2018-04-01,12802387.78,13727146.297854222
3303,Ceará,Nordeste,2018-04-01,39986972.73,42875363.104570575
3304,Rio Grande do Norte,Nordeste,2018-04-01,16089082.45,17251249.7187762
3305,Paraíba,Nordeste,2018-04-01,14672344.35,15732175.972640693
3306,Pernambuco,Nordeste,2018-04-01,53815276.73,57702530.920542076
3307,Alagoas,Nordeste,2018-04-01,14104945.58,15123792.125903899
3308,Sergipe,Nordeste,2018-04-01,6590789.8,7066864.194220289
3309,Bahia,Nordeste,2018-04-01,54845730.88,58807418.15824775
3310,Minas Gerais,Sudeste,2018-04-01,121003198.03,129743656.44984673
3311,Espírito Santo,Sudeste,2018-04-01,20720593.9,22217310.452669773
3312,Rio de Janeiro,Sudeste,2018-04-01,59137115.0,63408783.04797212
3313,São Paulo,Sudeste,2018-04-01,227493542.81,243926148.5930426
3314,Paraná,Sul,2018-04-01,99595574.28,106789689.72461224
3315,Santa Catarina,Sul,2018-04-01,48840365.29,52368265.28749869
3316,Rio Grande do Sul,Sul,2018-04-01,74820482.98,80225012.20804077
3317,Mato Grosso do Sul,Centro-Oeste,2018-04-01,13453552.11,14425346.366111664
3318,Mato Grosso,Centro-Oeste,2018-04-01,12649120.8,13562808.340494655
3319,Goiás,Centro-Oeste,2018-04-01,26965266.53,28913056.296904474
3320,Distrito Federal,Centro-Oeste,2018-04-01,15584535.89,16710258.103601186
3321,Rondônia,Norte,2018-05-01,7632481.39,8151191.486252155
3322,Acre,Norte,2018-05-01,2453401.63,2620136.945897376
3323,Amazonas,Norte,2018-05-01,11884129.71,12691785.536560386
3324,Roraima,Norte,2018-05-01,2103171.16,2246104.507504482
3325,Pará,Norte,2018-05-01,27197492.5,29045857.825983755
3326,Amapá,Norte,2018-05-01,1549219.35,1654505.6490543373
3327,Tocantins,Norte,2018-05-01,4593254.03,4905415.582484559
3328,Maranhão,Nordeste,2018-05-01,23624973.31,25230547.114037104
3329,Piauí,Nordeste,2018-05-01,13551249.04,14472203.751148706
3330,Ceará,Nordeste,2018-05-01,40663131.13,43426633.0089553
3331,Rio Grande do Norte,Nordeste,2018-05-01,17168038.46,18334793.33656149
3332,Paraíba,Nordeste,2018-05-01,15367157.61,16411523.052338162
3333,Pernambuco,Nordeste,2018-05-01,56320724.22,60148329.78998192
3334,Alagoas,Nordeste,2018-05-01,14249342.21,15217739.942218907
3335,Sergipe,Nordeste,2018-05-01,6962409.59,7435581.021941851
3336,Bahia,Nordeste,2018-05-01,56681246.34,60533353.307890505
3337,Minas Gerais,Sudeste,2018-05-01,123723971.33,132132360.39746201
3338,Espírito Santo,Sudeste,2018-05-01,21921955.13,23411790.332273286
3339,Rio de Janeiro,Sudeste,2018-05-01,63479910.17,67794060.26507923
3340,São Paulo,Sudeste,2018-05-01,232459677.89,248257840.47065806
3341,Paraná,Sul,2018-05-01,101862287.45,108784937.40193841
3342,Santa Catarina,Sul,2018-05-01,47661558.58,50900679.69609611
3343,Rio Grande do Sul,Sul,2018-05-01,74706481.07,79783598.72104998
3344,Mato Grosso do Sul,Centro-Oeste,2018-05-01,13328620.74,14234445.437589454
3345,Mato Grosso,Centro-Oeste,2018-05-01,13342213.74,14248962.22973228
3346,Goiás,Centro-Oeste,2018-05-01,29210863.32,31196059.08401165
3347,Distrito Federal,Centro-Oeste,2018-05-01,15490843.07,16543614.284142029
3348,Rondônia,Norte,2018-06-01,6532585.5,6889734.085784207
3349,Acre,Norte,2018-06-01,2351930.83,2480515.2579874755
3350,Amazonas,Norte,2018-06-01,11383519.94,12005878.123879464
3351,Roraima,Norte,2018-06-01,2217428.46,2338659.3935356806
3352,Pará,Norte,2018-06-01,25994370.97,27415531.524314296
3353,Amapá,Norte,2018-06-01,1511666.11,1594311.704667596
3354,Tocantins,Norte,2018-06-01,4190447.75,4419547.313674308
3355,Maranhão,Nordeste,2018-06-01,22160180.47,23371718.706366487
3356,Piauí,Nordeste,2018-06-01,12686457.3,13380049.489999922
3357,Ceará,Nordeste,2018-06-01,37259238.02,39296269.78425937
3358,Rio Grande do Norte,Nordeste,2018-06-01,16421030.0,17318798.21774779
3359,Paraíba,Nordeste,2018-06-01,14757065.69,15563861.88754049
3360,Pernambuco,Nordeste,2018-06-01,53211214.65,56120370.612843096
3361,Alagoas,Nordeste,2018-06-01,13002757.79,13713642.715423949
3362,Sergipe,Nordeste,2018-06-01,7067345.67,7453730.587776987
3363,Bahia,Nordeste,2018-06-01,52852877.66,55742442.67386697
3364,Minas Gerais,Sudeste,2018-06-01,120895961.8,127505568.63697006
3365,Espírito Santo,Sudeste,2018-06-01,19536060.66,20604133.391158815
3366,Rio de Janeiro,Sudeste,2018-06-01,60593145.44,63905885.27357933
3367,São Paulo,Sudeste,2018-06-01,222158136.39,234303934.4407325
3368,Paraná,Sul,2018-06-01,98574029.9,103963255.24941719
3369,Santa Catarina,Sul,2018-06-01,48553489.47,51207998.94394395
3370,Rio Grande do Sul,Sul,2018-06-01,74406245.69,78474173.37677819
3371,Mato Grosso do Sul,Centro-Oeste,2018-06-01,13498312.89,14236290.733403081
3372,Mato Grosso,Centro-Oeste,2018-06-01,12873560.1,13577381.547683002
3373,Goiás,Centro-Oeste,2018-06-01,26773661.92,28237427.758348767
3374,Distrito Federal,Centro-Oeste,2018-06-01,14620319.92,15419639.972242817
3375,Rondônia,Norte,2018-07-01,7230844.27,7601079.45242595
3376,Acre,Norte,2018-07-01,2527967.28,2657404.783025858
3377,Amazonas,Norte,2018-07-01,12016061.65,12631310.521488864
3378,Roraima,Norte,2018-07-01,2118771.94,2227257.7386749154
3379,Pará,Norte,2018-07-01,25970935.04,27300704.222306963
3380,Amapá,Norte,2018-07-01,1683029.6,1769204.4293445512
3381,Tocantins,Norte,2018-07-01,4178400.58,4392343.909882417
3382,Maranhão,Nordeste,2018-07-01,24030443.49,25260855.222999007
3383,Piauí,Nordeste,2018-07-01,12641040.91,13288290.098699199
3384,Ceará,Nordeste,2018-07-01,37419392.53,39335347.99831115
3385,Rio Grande do Norte,Nordeste,2018-07-01,16837229.35,17699332.646264855
3386,Paraíba,Nordeste,2018-07-01,14948117.81,15713494.426845593
3387,Pernambuco,Nordeste,2018-07-01,53860830.79,56618624.17740328
3388,Alagoas,Nordeste,2018-07-01,14037169.12,14755903.153790373
3389,Sergipe,Nordeste,2018-07-01,6966322.41,7323013.48949193
3390,Bahia,Nordeste,2018-07-01,58010403.53,60980664.19826531
3391,Minas Gerais,Sudeste,2018-07-01,126087732.94,132543703.0955729
3392,Espírito Santo,Sudeste,2018-07-01,20522791.06,21573603.248489954
3393,Rio de Janeiro,Sudeste,2018-07-01,61656805.73,64813770.237167835
3394,São Paulo,Sudeste,2018-07-01,227507772.33,239156672.29889938
3395,Paraná,Sul,2018-07-01,102676837.6,107934118.25496778
3396,Santa Catarina,Sul,2018-07-01,50572874.58,53162317.35414662
3397,Rio Grande do Sul,Sul,2018-07-01,77691532.0,81669509.87490886
